"candidato_id","nome","nome_urna","partido_sigla"
90000619112,"RUBENS OTONI GOMIDE","RUBENS OTONI","PT"
90000619158,"ANTONIO BITES LEAO","PROFESSOR ANTONIO BITES","PT"
90000619133,"ALANNA HOSANA ALBERNAZ","ALANNA ALBERNAZ","PT"
90000619117,"SEVERO DE OLIVEIRA LIMA","SEVERO LIMA","PT"
90000619128,"GUILHERME OLIVEIRA BORGES","GUILHERME DA SAÚDE","PT"
90000619103,"FREDERICO CHARLES SÁBIO NASSIF","FREDERICO NASSIF","PT"
90000619120,"ELBANY FERREIRA","ELLBANY FERREIRA","PT"
90000619131,"SUZANA SOUSA CARVALHO FERREIRA","SUZANA  CARVALHO","PT"
90000619099,"WELTON DIVINO DAS DORES DE SOUSA","WELTON DIVINO","PT"
90000619106,"PAULO ALVES DE OLIVEIRA","PAULO ALVES","PT"
90000619100,"ANTÔNIO ROBERTO OTONI GOMIDE","ANTÔNIO GOMIDE","PT"
90000619118,"WALCY CALIXTO VIEIRA","WALCY CALIXTO MICK JAGGER","PT"
90000619113,"ERNESTO MOLINARI JÚNIOR","PROFESSOR ERNESTO MOLINARI","PT"
90000619169,"KEDMA KAREN DA SILVA","KEDMA KAREN","PT"
90000619107,"MARIA GELI SANCHES","PROFESSORA GELI","PT"
90000619114,"ESTER FERNANDES DE CASTRO","ESTER QUILOMBOLA","PT"
90000619165,"NEUSA VALADARES SIQUEIRA","PROFESSORA NEUSA","PT"
90000619111,"ISABEL CRISTINE DIAS DOS SANTOS","ISABEL CRISTINE","PT"
90000628443,"CATARINO JOSÉ DA SILVA","CATARINO  SILVA","PT"
90000619130,"MARIA REGINA GOMES DA COSTA","MARIA REGINA","PT"
90000619122,"LUCIMAR CONCEIÇÃO DO NASCIMENTO","PROFESSORA LUCIMAR","PT"
90000619116,"MAURÉLIO MOREIRA DE ARAÚJO","PROFESSOR MAURÉLIO CERRADO","PT"
90000619101,"KÁTIA  MARIA DOS SANTOS","KÁTIA MARIA","PT"
90000619102,"ALTAMIR GUALBERTO SALGADO","PROFESSOR MIRIM","PT"
90000619134,"CARLOS ALBERTO SILVA","CARLOS DO ITAPUÃ","PT"
90000619127,"ANTONIO MARTINS DE OLIVEIRA","ANTONIO BAIANO","PT"
90000619126,"GERALDO NUNES DOS SANTOS","GERALDO NUNES (GERALDINHO)","PT"
100000616273,"JUCIANE MARQUES FERNANDES","JUCIANE MARQUES","PT"
100000616307,"VALQUIRIA DAS NEVES RIBEIRO","VALQUIRIA DAS NEVES","PT"
100000628191,"ANIBAL DA SILVA LINS","ANIBAL LINS","PT"
100000628506,"LINDOMAR LOPES DE SOUSA","LINDOMAR DA ALVORADA","PT"
100000616311,"ORLANDO SOUSA PINTO FILHO","DR. ORLANDO","PT"
100000616271,"JEAN MARCELO SILVA PINHEIRO","JEAN MARCELO","PT"
100000616302,"CLEINALDO CASTRO LOPES","CLEINALDO BIL","PT"
100000616294,"TEREZA CRISTINA PEREIRA MELO","CRIS DE BACABAL","PT"
100000616277,"FRANCISCO DAS CHAGAS ROSA DO NASCIMENTO","CHAGAS ROSA","PT"
100000616278,"HONORATO LEITE FERNANDES FILHO","HONORATO","PT"
100000616269,"GENILSON ROBERTO ALVES SILVA","GENILSON ALVES","PT"
100000616281,"IANDECY FERNANDES REGADAS","IANDECY REGADAS","PT"
100000628511,"PABLO ROCHA PEREIRA DO AMARAL","PABLO ROCHA","PT"
100000616267,"ELISABETE MOTA TODA","BETH MOTA","PT"
100000616303,"ANTONIO CARLOS BARRETO DA SILVA","CARLOS BARRETO","PT"
100000616285,"JOAO VITOR DE SENA CAMPOS","JOJO CAMPOS","PT"
100000616297,"RAIMUNDO JOSE CAMPOS","CAMPOS VIGILANTE","PT"
100000616290,"JOSE COSTA E SILVA","COSTA E SILVA","PT"
100000628513,"ALBINO PEREIRA MACHADO","ALBINO MACHADO","PT"
100000616275,"JOSE FERREIRA COSTA","PROFESSOR ZE COSTA","PT"
100000629649,"OSILANDIA BRITO LEITE","OSILANDIA BRITO","PT"
100000616272,"JOAB JEREMIAS PEREIRA DE CASTRO","JOAB","PT"
100000616280,"ARMANDO NOBRE DA SILVA","ARMANDO NOBRE","PT"
100000628508,"PAULO CESAR RIBEIRO LOBATO","PAULO CESAR DE PEDRO D ROSARIO","PT"
100000616317,"JOSE FRANCISCO LIMA NERES","DR. ZE FRANCISCO","PT"
100000628195,"ERIONALDSON DOS SANTOS CASTRO","ERI CASTRO","PT"
100000616296,"RAYLSON KOS SANTOS","RAYLSON KOS","PT"
100000629407,"FRANCISCA DAS CHAGAS RAMOS DE SOUZA","FRANCISCA DAS CHAGAS","PT"
100000616316,"MARIA DO SOCORRO CHAVES DE FRANÇA","SOCORRO FRANÇA","PT"
100000616314,"RAFAEL BARROS ALMEIDA","RAFAEL ALMEIDA","PT"
100000616270,"IEDA MARIA SILVA","IEDA MARIA","PT"
100000616289,"RAIMUNDO PEREIRA DE SOUZA","RAIMUNDO PEREIRA","PT"
100000616276,"CREUSAMAR DE PINHO","CREUZAMAR","PT"
100000616293,"JOSE CARLOS NUNES JUNIOR","ZE CARLOS","PT"
100000616291,"CARLA MARIA MOREIRA MACHADO","CARLA MACHADO","PT"
100000629406,"ELISABETE OLIVEIRA FERREIRA","ELISABETE FERREIRA","PT"
100000616300,"JOSE INACIO SODRE RODRIGUES","ZE INACIO","PT"
100000616284,"IVAN SRUTROVSKI VIEIRA","IVAN SRUTROVSKI","PT"
100000628197,"VALQUIRIA BATISTA LIMA","VALQUIRIA BATISTA","PT"
100000616306,"ELPIDIA PEREIRA DOS SANTOS","ELPIDIA","PT"
100000629560,"NAIR CARVALHO NEVES","NAIR CARVALHO","PT"
100000629717,"MARIA CAMARA","MARIA CAMARA","PT"
100000616288,"RAIMUNDO MONTEIRO DOS SANTOS","MONTEIRO","PT"
100000616299,"KATIA CILENE CAMPOS ALMEIDA","KATIA CILENE","PT"
100000616282,"AURELIO GOMES DA SILVA","AURELIO","PT"
100000616308,"JOSE RIBAMAR RODRIGUES FILHO","RODRIGO COMERCIARIO","PT"
100000616301,"EVANDRO OLIVEIRA SIQUEIRA","EVANDRO SIQUEIRA","PT"
100000616287,"MARCOS AURELIO RODRIGUES COSTA","MARCO DOS GUARAS","PT"
100000616312,"FRANCISCO ROGERIO SOUSA","ROGERIO DO PT","PT"
100000616295,"SAYD RODRIGUES ZAIDAN","SAYD ZAIDAN","PT"
100000616268,"HENRIQUE ELIAS COELHO CARNEIRO","HENRIQUE CARNEIRO","PT"
100000629405,"SILVIA AMELIA PEREIRA BRITO","SILVIA BRITO","PT"
100000616304,"ADAILTON MARTINS DOS SANTOS","ADAILTON MARTINS","PT"
100000616309,"MARIA HELENA DA SILVA FREITAS","HELENA FREITAS","PT"
100000628505,"JOAO BATISTA CORREA COSTA","BATISTA AXE","PT"
100000616292,"NEY JEFFERSON PEREIRA TEIXEIRA","NEY JEFFERSON LULA","PT"
100000616286,"LUIZ PEDRO DE OLIVEIRA E SILVA","LUIZ PEDRO","PT"
100000616310,"MARIA CLARA BATA FARIAS","CLARA FARIAS","PT"
100000616315,"RAIMUNDO NONATO DAS CHAGAS RIBEIRO SILVA","SARGENTO CHAGAS","PT"
100000616279,"JACKSON LIMA DA SILVA","PAMELA MARANHÃO LULA","PT"
100000628192,"FRANCISCO DAS CHAGAS SOUSA BATISTA","FRANCISCO BACABAL","PT"
100000628196,"JOAO FELIPE LOPES","JOAO FELIPE","PT"
100000616283,"FRANCINETE TORRES DO VALE ROCHA","PROFESSORA FRAN","PT"
100000628509,"NARA LIZIA SILVA","NARA LIZIA","PT"
100000616305,"CATIA MARIA DO SOCORRO PAZ","CATIA PAZ","PT"
100000616274,"MARIO PIMENTA FERREIRA","PIMENTA","PT"
100000616298,"LUIS HENRIQUE SILVA DE SOUSA","LUIZ HENRIQUE LULA DA SILVA","PT"
100000616313,"JANAIRA ARAUJO PEREIRA","NAIRA DO PT","PT"
130000627054,"PATRÍCIA CARLA DE MELO","PATRÍCIA MELO","PT"
130000628808,"EDVALDO VAZ DE ANDRADE","PROFESSOR EDVALDO","PT"
130000627063,"MARCOS GOBIRA DAMASCENO","MARCOS GOBIRA","PT"
130000628813,"MANOEL VESPUCIO DA COSTA VASCONCELOS","MANOEL VESPUCIO","PT"
130000628815,"JOSÉ CÉSAR DE PAULA","CAPITÃO CÉSAR","PT"
130000628803,"HENRIQUE LAZAROTTI DE OLIVEIRA","HENRIQUE LAZAROTTI","PT"
130000627051,"VIRGILIO GUIMARÃES DE PAULA","VIRGÍLIO GUIMARÃES","PT"
130000628810,"VANDERLEI SANTOS","VANDERLEI DO PT","PT"
130000628817,"FRANCISCO DE SOUZA VIEIRA","FRANCISCO JEQUITI","PT"
130000626963,"MARIA CECILIA FIGUEIREDO OPIPARI","CIÇA","PT"
130000628809,"JOÃO BATISTA FERREIRA","PROFESSOR BATISTA CEBOLA","PT"
130000628819,"JOAQUIM NERES XAVIER DIAS","KINCA DE SALINAS","PT"
130000627038,"IGINO MARCOS DA MATA DE OLIVEIRA","DR. IGINO","PT"
130000627044,"MACAÉ MARIA EVARISTO DOS SANTOS","MACAE EVARISTO","PT"
130000627053,"BEATRIZ DA SILVA CERQUEIRA","BEATRIZ CERQUEIRA","PT"
130000628812,"JOMAR BATISTA GAVIÃO DE CARVALHO","DR. JOMAR GAVIÃO","PT"
130000628804,"GLAÚCIA PEREIRA LAGE ALVES","GLAÚCIA DA FARMÁCIA","PT"
130000626966,"ODAIR JOSÉ DA CUNHA","ODAIR CUNHA","PT"
130000626957,"BERENICE SOUZA DA SILVA","BERENICE DA SILVA","PT"
130000628802,"ROULIAN VIEIRA DO NASCIMENTO","ROULIAN ENTÃO TÁ","PT"
130000626958,"CRISTINA DEL PAPA","CRISTINA DEL PAPA","PT"
130000626948,"MARIA APARECIDA DE JESUS","CIDA DE JESUS","PT"
130000626968,"PAULO JOSÉ CARLOS GUEDES","PAULO GUEDES","PT"
130000627040,"JEAN MARK FREIRE SILVA","DR. JEAN FREIRE","PT"
130000626945,"PEDRO LUIZ NEVES VICTER ANANIAS","PEDRO PATRUS","PT"
130000627030,"CRISTIANO TADEU DA SILVEIRA","CRISTIANO SILVEIRA","PT"
130000626984,"RAFAELA ANDRADE SILVA","RAFAELA ANDRADE","PT"
130000628811,"ENIR FONSECA","ENIR FONSECA","PT"
130000627066,"ULYSSES GOMES DE OLIVEIRA NETO","ULYSSES GOMES","PT"
130000626960,"GILMAR ALVES MACHADO","GILMAR MACHADO","PT"
130000627031,"GEISA GOMES PEREIRA TEIXEIRA","GEISA TEIXEIRA","PT"
130000626980,"ROGERIO CORREIA DE MOURA BAPTISTA","ROGÉRIO CORREIA","PT"
130000626967,"PATRUS ANANIAS DE SOUZA","PATRUS ANANIAS","PT"
130000628818,"MIGUEL CORREA DA SILVA JÚNIOR","MIGUEL CORREA","PT"
130000626962,"JOSÉ LEONARDO COSTA MONTEIRO","LEONARDO MONTEIRO","PT"
130000627047,"NEUZA APARECIDA FERREIRA ALVES","NEUSA MAPA","PT"
130000627060,"MARIA ALVES DE SOUZA","MARIA ALVES","PT"
130000628820,"MIRIAN CRISTINA CORREA ALVES","CRISTINA CORREA","PT"
130000627046,"MARILIA APARECIDA CAMPOS","MARILIA CAMPOS","PT"
130000627062,"NEIVALDO DE LIMA VIRGILIO","PROFESSOR NEIVALDO","PT"
130000627034,"CARLOS MAGNO RIBEIRO COSTA","MAGNO","PT"
130000627029,"ELISA MARIA COSTA","ELISA COSTA","PT"
130000626946,"ARNALDO AUGUSTO GODOY","ARNALDO GODOY","PT"
130000627052,"WHELTON PIMENTEL DE FREITAS","LELECO PIMENTEL","PT"
130000627056,"SILÉSIO MIRANDA PEREIRA","SILÉSIO MIRANDA","PT"
130000628814,"LUIS DO NASCIMENTO","LUISINHO CORREDOR","PT"
130000626942,"FERNANDO DAMATA PIMENTEL","FERNANDO PIMENTEL","PT"
130000628816,"REGINALDO EUCLIDES DOS SANTOS","REGINALDO EUCLIDES","PT"
130000628805,"MARIA DE FATIMA DE JESUS","FATIMA BURGUER","PT"
130000627057,"ANDRÉ QUINTÃO SILVA","ANDRÉ QUINTÃO","PT"
130000626983,"OFÉLIA DE LOURDES HILÁRIO","OFÉLIA","PT"
130000627064,"MARCOS JOSERALDO LEMOS","MARQUINHO DURVAL","PT"
130000626961,"JESUS MARIO DE ALMEIDA LIMA","JÉSUS LIMA","PT"
130000627058,"MARIA DO CARMO LARA PERPETUO","MARIA DO CARMO","PT"
130000626959,"NILMARIO DE MIRANDA","NILMARIO MIRANDA","PT"
130000627059,"ELOISIO DO CARMO LOURENÇO","ELOISIO","PT"
130000626956,"ADELMO CARNEIRO LEÃO","ADELMO LEÃO","PT"
130000626979,"ROBERTO VIEIRA DE CARVALHO","ROBERTO CARVALHO","PT"
130000626944,"DILMA VANA ROUSSEFF","DILMA ROUSSEFF","PT"
130000626982,"JOÃO CARLOS SIQUEIRA","PADRE JOÃO","PT"
130000627055,"CINÉSIO DA SILVA ROCHA","CINÉSIO ROCHA","PT"
130000626964,"MARIA MARGARIDA MARTINS SALOMÃO","MARGARIDA SALOMÃO","PT"
130000627032,"ROBERTO CUPOLILLO","BETÃO","PT"
130000626981,"SABRINA PALMELA BRAUN","SABRINA BRAUN","PT"
130000628807,"JOSE DE FATIMA FELICIO","FELICIO DO METRO","PT"
130000626978,"REGINALDO LAZARO DE OLIVEIRA LOPES","REGINALDO LOPES","PT"
130000628806,"LEONARDO BRUNO ROSSI","LEONARDO ROSSI","PT"
130000627065,"MARILENE ALVES DE SOUZA","LENINHA","PT"
120000620232,"PAULO ROBERTO DA SILVA","PAULINHO ROBERTO","PT"
120000620230,"LUCIENE MARIA DA SILVA","DOUTORA LUCIENE ","PT"
120000620253,"PEDRO CESAR KEMP GONÇALVES","PEDRO KEMP","PT"
120000620267,"ELIAS ISHY DE MATTOS","ELIAS ISHY","PT"
120000620243,"FERMINA CRISTALDO","CHRISTAL DO PT","PT"
120000620245,"VANUSA LESCANO DE OLIVEIRA","VANUSA OLIVEIRA","PT"
120000620249,"MILTON MILHOMEM SANTOS FILHO","MILTON MILHOMEM ","PT"
120000620238,"EMERSON MENEZES DE OLIVEIRA","EMERSON MENEZES ","PT"
120000620234,"AMARILDO VALDO DA CRUZ","AMARILDO CRUZ","PT"
120000620224,"LEILA APARECIDA PINTO","LEILA DO PT","PT"
120000620235,"JAIRO NÓBREGA","JAIRÃO DO PT","PT"
120000620269,"CARLOS ALBERTO MACHADO","MACHADO","PT"
120000620244,"SANDRA AGUAYO","SANDRA KUNÃ MBARETE","PT"
120000620229,"PEDRO ANTONIO AGOSTINHO","PROFESSOR PEDRO AGOSTINHO","PT"
120000620264,"CLARICE DE FATIMA FERMINO","CLARICE DO POVO","PT"
120000620256,"WEBERGTON SUDÁRIO DA SILVA","COMPANHEIRO CORUMBÁ","PT"
120000620248,"LUIZ ALBERTO AVILA SILVA JUNIOR","JÚNIOR DO PT","PT"
120000620259,"SILVIA DENIZ DE CARVALHO","SILVANA DINIZ","PT"
120000620252,"JAIME TEIXEIRA","PROFESSOR JAIME","PT"
120000620265,"ILMAR RENATO GRANJA FONSECA","ILMAR MAMÃO ","PT"
120000620275,"JOÃO BATISTA DOS SANTOS","JOÃO GRANDÃO","PT"
120000620255,"JAIRTO SARAIVA MOREIRA","PROFESSOR JAIRTO SARAIVA","PT"
120000620247,"VANDERLEI JOSE DA SILVA","DR. VANDERLEI","PT"
120000620223,"ROSEMARE DE MOURA","ROSE DO ACAMPAMENTO","PT"
120000620262,"DANIEL ALVES BICALHO","RADIALISTA DANIEL ALVES","PT"
120000620263,"ISABEL DE JESUS ROQUE DUARTE","ISABEL DUARTE","PT"
120000620233,"MIGUEL CORREA DA CUNHA","MIGUELZINHO","PT"
120000620251,"JOSE ALMI PEREIRA MOURA","CABO ALMI","PT"
120000620261,"JOSE ORCIRIO MIRANDA DOS SANTOS","ZECA DO PT","PT"
120000620257,"DIONÉDISON DEMECIO CANDIDO","DIONÉDISON TERENA","PT"
120000620270,"ROMILDA NETO PIZANI","ROMILDA PIZANI","PT"
120000620240,"MARIA REGINA DE MORAES","PROFESSORA MARIA REGINA","PT"
120000620231,"VALMIR LOPES DE SOUZA","MIRO DA ONLINE","PT"
120000620239,"HUMBERTO CARLOS RAMOS AMADUCCI","HUMBERTO AMADUCCI","PT"
120000620246,"ANA PAULA CARDOSO DE SOUZA","PROFESSORA ANA PAULA","PT"
120000620225,"DIVONETE COSTA DE QUEIROZ RIGON","DIVONETE COSTA","PT"
120000620250,"JOSE RODRIGUES DE MATOS","ZEZÃO ","PT"
120000620228,"DANIEL LEMES VASQUES","DANIEL VASQUES","PT"
120000620237,"GILBERTO FERNANDES","GILBERTO FERNANDES","PT"
120000620254,"JOSÉ LAERTE CECILIO TETILA","LAERTE TETILA","PT"
120000620260,"APARECIDA RAMOS DOS SANTOS","CIDA RAMOS","PT"
120000620227,"VALDINEI ALVES DA SILVA","PITÓ","PT"
120000620272,"VANDER LUIZ DOS SANTOS LOUBET","VANDER LOUBET","PT"
120000620242,"JAIRO ARRUDA DE SOUZA","JAIRO ARRUDA","PT"
120000620271,"GLEICE JANE BARBOSA","GLEICE JANE","PT"
120000620241,"GERSON FACCINA","GEL FACCINA ","PT"
120000620226,"CIPRIANO MENDES COSTA","CIPRIANO MENDES","PT"
120000620236,"ITALO MILHOMEM SANTOS ZIKEMURA","MS COLETIVO","PT"
120000620276,"ANTÔNIO LISBOA DE SOUZA JUNIOR","DR. LISBOA","PT"
120000620268,"AMANDA ALBRECHT DE JESUS","AMANDA ALBRECHT","PT"
120000620266,"ALISSON THIESEN BIAZUSSI","ALISSON BIAZUSSI","PT"
120000620274,"GISELLE MARQUES DE ARAUJO","GISELLE MARQUES","PT"
120000620273,"ADRIANO FIRMINO TELES","ADRIANO CARTEIRO","PT"
120000620258,"SERGIO CARLOS MARTINS RIGO","SERGINHO RIGO","PT"
110000621205,"VALDIR MENDES BARRANCO","VALDIR BARRANCO","PT"
110000621206,"HENRIQUE LOPES DO NASCIMENTO","HENRIQUE LOPES DO SINTEP/MT","PT"
110000621198,"LUDIO FRANK MENDES CABRAL","LUDIO CABRAL","PT"
110000609948,"GILMAR SOARES FERREIRA","PROFESSOR GILMAR SOARES","PT"
110000621199,"LUIS BRAZ DE LIMA","LUIS BRAZ","PT"
110000611605,"EDNA LUZIA ALMEIDA SAMPAIO","EDNA SAMPAIO","PT"
280001090070,"VALDIR MENDES BARRANCO","VALDIR BARRANCO","PT"
110000621195,"VALDINÁ DA SILVA FERREIRA","KACO DO CPA","PT"
110000611610,"ROSA NEIDE SANDES DE ALMEIDA","PROFESSORA ROSA NEIDE","PT"
110000621210,"MARIA DA CONCEIÇÃO SANTOS CORTEZ","KOTA CORTEZ","PT"
280001090072,"ENELINDA MARIA APARECIDA DOS SANTOS SCALA","ENELINDA SCALLA","PT"
140000627201,"JOSÉ GERALDO TORRES DA SILVA","ZÉ GERALDO","PT"
140000617671,"OTAVIO DA SILVA NASCIMENTO JUNIOR","PROF. NIC JR MARAJÓ","PT"
140000617657,"ARI DE SOUSA LOUREIRO","PROFESSOR ARI LOUREIRO","PT"
140000617659,"CARLOS ALBERTO BARROS BORDALO","BORDALO","PT"
140000627200,"MILENE RISUENHO LAUANDE","PROF. MILENE","PT"
140000617667,"MANOEL JESUS DE ARAUJO ROCHA","PROFESSOR ROCHA NETTO","PT"
140000627197,"ISRAEL PEREIRA BARROS","MIQUINHA","PT"
140000617670,"MARJORIE OLIVEIRA CALDERARO","MARJORIE","PT"
140000627199,"MARIA MARTA SOUZA COSTA","MARTA COSTA","PT"
140000617655,"ALFREDO CARDOSO COSTA","PROFESSOR ALFREDO COSTA","PT"
140000617664,"ELEN HILDA FARIAS DOS SANTOS","FEIRANTE NEGONA","PT"
140000627196,"ESMERINO NERI BATISTA FILHO","MIRIQUINHO BATISTA","PT"
140000617677,"VINICIO DA SILVA NASCIMENTO","PROFESSOR VINICIO NASCIMENTO","PT"
140000617672,"PAULO AFONSO ESPINDOLA FERREIRA","PAULO AFONSO","PT"
140000617676,"VANDA LUCIA DOS SANTOS SOARES","MÃE VANDA","PT"
140000617658,"BEP KAMINHOROTI XIKRIN","TORQUETE XIKRIN","PT"
140000617675,"TELMA SARAIVA DOS SANTOS","TELMA SARAIVA","PT"
140000617656,"ANDRÉ LUIS ASSUNÇÃO DE FARIAS","PROF. ANDRÉ FARIAS","PT"
140000627194,"AIRTON LUIZ FALEIRO","AIRTON FALEIRO","PT"
140000627203,"MARIA APARECIDA ALVES IGREJA","APARECIDA IGREJA","PT"
140000617663,"DIRCEU TEN CATEN PIES","DIRCEU TEN CATEN","PT"
140000629489,"MARIA LUCIA MACHADO","LUCIA MACHADO","PT"
140000617666,"JOÃO BATISTA UCHOA PEREIRA","JOÃO BATISTA","PT"
140000617662,"DILVANDA FURTADO FARO","DILVANDA FARO","PT"
140000617661,"CARLOS MORAES DE ALBUQUERQUE FILHO","CORRETOR CARLOS ALBUQUERQUE","PT"
140000617669,"MARIO LUCIO DA SILVA SOUZA","IRMÃO MÁRIO","PT"
140000627198,"JOSE ROBERTO OLIVEIRA FARO","BETO FARO","PT"
140000617674,"REGINA LUCIA BARATA PINHEIRO SOUSA","REGINA BARATA","PT"
140000627195,"CLAUDIO ALBERTO CASTELO BRANCO PUTY","PUTY","PT"
140000617673,"REGINA CELIA RODRIGUES DE SOUSA","REGINA CELIA DO PT","PT"
140000617668,"MARIA DO SOCORRO DOS SANTOS JUCÁ","PROFESSORA JUCÁ","PT"
140000617665,"EVERALDO JESUS DE FREITAS","CARTEIRO EVERALDO","PT"
140000627204,"PAULO ROBERTO GALVÃO DA ROCHA","PAULO ROCHA","PT"
140000617660,"CARLOS EDUARDO CARDOSO MARTINS","CARLOS MARTINS","PT"
140000627202,"MANOEL RAIMUNDO CARVALHO MORAES","RAI MORAES","PT"
150000604409,"RAFAEL REGINALDO DO NASCIMENTO","PROFESSOR RAFAEL","PT"
150000604397,"GENILDO VIEIRA DE ANDRADE","GENILDO DO PT","PT"
150000604413,"TIOMAR HELAINE MARTINS GUIMARAES","TIOMAR HELAINE","PT"
150000604407,"MARIA MARQUES MACIEL","MARIAH","PT"
150000604410,"RICARDO SILVA DE OLIVEIRA","RICARDO OLIVEIRA","PT"
150000604406,"MARIA DAS NEVES ANDRADE DA SILVA","NEVES","PT"
150000604393,"EDIGLEI CORDEIRO GONCALVES","EDIGLEI CORDEIRO","PT"
150000604405,"MARCIO DE MATOS CANIELLO","MARCIO CANIELLO","PT"
150000604390,"ANGILINA MACENA DE PONTES","ANGILINA PONTES","PT"
150000604398,"JOAO BELO NETO","JOAO BELO","PT"
150000608806,"MOISES VIRGINIO DE BARROS","MOZA","PT"
150000604400,"JOSE PAULO VITURINO DOS SANTOS","ZE PAULO","PT"
150000629785,"LENEIDE DA SILVA","NEIDE DE LULA","PT"
150000608804,"MARCOS HENRIQUES E SILVA","MARCOS HENRIQUES","PT"
150000604394,"EDSON MARIA GOMES","PROFESSOR EDSON GOMES","PT"
150000604396,"FRANCISCO JANIO PEREIRA","PROFESSOR JANIO PEREIRA","PT"
150000604404,"MARCELINO PEREIRA NETO","MARCELO DO MERCADINHO","PT"
150000603512,"LUIZ ALBUQUERQUE COUTO","LUIZ COUTO","PT"
150000604399,"JOSÉ COSTA TEIXEIRA","ZE COSTA","PT"
150000608805,"MARIA DO SOCORRO DE PONTES BEZERRA","SOCORRO PONTES","PT"
150000604391,"ANISIO SOARES MAIA","ANISIO MAIA","PT"
150000604403,"LUZENIRA LINHARES ALVES","LUZENIRA","PT"
150000604412,"SIDINEY  DE OLIVEIRA SILVA","SIDINEY OLIVEIRA","PT"
150000604408,"RAFAEL MAXIMINO DOS SANTOS","RAFA MAX","PT"
150000604411,"SEVERINO FERREIRA DOS SANTOS","SEVERINO DO GÁS","PT"
150000604414,"ZENIVALDO DE OLIVEIRA BARBOSA","ZENIVALDO DO CONSIGNADO","PT"
150000608803,"ANTONIO RIBEIRO","FREI ANASTACIO","PT"
150000630006,"MARIA EDNA DOS SANTOS","EDNA DO BOLO","PT"
150000604392,"DALMO OLIVEIRA DA SILVA","DALMO OLIVEIRA","PT"
150000604395,"FABIANA VELOSO DOS SANTOS","FABIANA VELOSO","PT"
150000604401,"JOÃO BATISTA MARTINIANO FERREIRA","JOÃOZINHO DO GÁS","PT"
150000604402,"JULIANA DE SOUSA SILVA","JULIANA SILVA","PT"
170000621476,"MARIA LUCINEIDE DO NASCIMENTO SANTANA","NEIDE NASCIMENTO","PT"
170000621499,"LIANA CRISTINA DA COSTA CIRNE LINS","LIANA CIRNE","PT"
170000621458,"JOSÉ FRANCIS HERBERT DA CONCEIÇÃO","FRANCIS HERBERT","PT"
170000621468,"MARIA JOSÉ DA SILVA","MARIA JOSÉ DO SINDICATO","PT"
170000621491,"SYLVIA SIQUEIRA CAMPOS","SYLVIA","PT"
170000621486,"JOÃO ALFREDO DE ARAÚJO","JOAO ALFREDO","PT"
170000621493,"MARCOS HERIDIJANIO MOURA BEZERRA","DR MARCOS ORTOPEDISTA","PT"
170000621495,"MARIA TERESA LEITAO DE MELO","TERESA LEITÃO","PT"
170000621489,"ALDIONE ANTONIO DA SILVA","ALDIONE SILVA","PT"
170000621498,"MARIA SUELY DE MELO RIBEIRO","SUELY MELO","PT"
170000621465,"ROBERTO MARDONIO DE OLIVEIRA","ROBERTO MARDONIO","PT"
170000621483,"ANTONIO BATISTA FALCÃO","ANTONIO FALCÃO","PT"
170000621488,"RICARDO ANDRADE DA COSTA SILVA","RICARDO ANDRADE","PT"
170000604550,"ANA CLÁUDIA GONÇALVES FERREIRA","ANA CLÁUDIA FERREIRA","PT"
170000630017,"MARIA MÁRCIA RODRIGUES DE ALMEIDA","MARCIA DO ANGICO","PT"
170000621467,"ODACY AMORIM DE SOUZA","ODACY AMORIM","PT"
170000621470,"ERNESTO LÁZARO MAIA","ERNESTO MAIA","PT"
170000621461,"JOSÉ WELLINGTON ALVES DE CARVALHO","WELLINGTON","PT"
170000621471,"MARIA DULCICLEIDE MACEDO COELHO AMORIM","DULCICLEIDE AMORIM","PT"
170000621501,"PRISCILA DA SILVA RAMOS","PRISCILA RAMOS","PT"
170000629773,"JANAINA FERNANDES DA SILVA","JANAINA FERNANDES","PT"
170000621479,"EUCLIDES RONALDO LEITE","RONA LEITE","PT"
170000621472,"FERNANDO DANTAS FERRO","FERNANDO FERRO","PT"
170000621485,"JOÃO DA COSTA BEZERRA FILHO","JOAO DA COSTA","PT"
170000621473,"FELIPE ANDRÉ SANTOS RODRIGUES","FELIPE RODRIGUES","PT"
170000621481,"MÁRCIA LEILANE GAMA LACERDA DE ARAÚJO REIS","MÁRCIA LACERDA","PT"
170000604548,"HUMBERTO SÉRGIO COSTA LIMA","HUMBERTO COSTA","PT"
170000621464,"MARICLEITON VIEIRA DA SILVA","MARICLEITON","PT"
170000621500,"MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR","MARÍLIA ARRAES","PT"
170000621496,"DORIEL SATURNINO DE BARROS","DORIEL BARROS","PT"
170000621463,"ÁLVARO SOARES DE MELO FILHO","ÁLVARO FILHO","PT"
170000621484,"GIVANILDO JACINTO DA SILVA","RADIALISTA GIVANILDO SILVA","PT"
170000621474,"JOSÉ CARLOS VERAS DOS SANTOS","CARLOS VERAS","PT"
170000621462,"GERALDO FERREIRA DE LUCENA","MAJOR LUCENA","PT"
170000621478,"ARNALDO GUIMARÃES DA SILVA","ARNALDO DO BUTECO","PT"
170000621475,"DYANNE ANDRESSA DE LIMA BARROS","DYANNE BARROS","PT"
170000621482,"CÍCERO ROMÃO DE OLIVEIRA","CÍCERO ROMÃO","PT"
