"eleicao_descricao","uf","candidato_cargo","nome_urna","partido_sigla"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","NELSON DURÃO","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","TIA DANDA DA CAIPIRINHA","PP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","PASTOR MARCOS ABREU","PPS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARCUS SCURTI","PT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MACARRÃO DO QUIOSQUE","DEM"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","GUSTAVO MATHEUS","PV"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","DANILO BASTOS JR","PSL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","DANIEL GAGO BARBOSA","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CICI DE SANTISSIMO","PATRIOTA"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ZERINHO ZERINHO","PPL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","FERNANDO LOPES","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ADILSON CARLINDO","PTC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ETIENNE DA MARÉ","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RENE CASEMIRO","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARCIO CHAVEIRO","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","THIAGO RIBEIRO","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ROBERTO DO DEPOSITO","PROS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","FATIMA ABENÇOADA","PTC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","FLAVIA SANTANA","PSD"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RAFAEL FRAZÃO","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SANDRINHO DO GÁS","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","BRANDÃO CORRETOR","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","SERGIO MARROM","PPL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","KADU","PP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SERGIO PINTO MONTEIRO","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","SILVANIA VELASCO","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","MARCIO DO INATRAN","PMN"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","FERNANDA RIOS","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ENFERMEIRO RICARDO ","AVANTE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ANANIAS RODRIGUES","PPL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SOLDADO DA SAÚDE","PC do B"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SIDNEY APARECIDO ","PTC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARCELO MATOS","PSD"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","JORGE SARAIVA","MDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CINTIA ALEGRE","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","GUARACY CAÇAPA","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","LUIZ MARINS","PTC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RENATO ESTEVES RODOVIÁRIO","PROS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SARGENTO ANTONIO CARLOS ","PTC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","EDSON COSTA","PSB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","WENDEL VITORIA","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ANA YOSHIDA","REDE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ARTHUR LEGAL","PHS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARCELO NEVES","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","BINHO","PMB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","LELÊ","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","AUGUSTO CESAR","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","JANAINA LUNA","AVANTE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","BETH DO QUIOSQUE","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","HEITOR FERNANDES","PSTU"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","GUYANDIRA OLIVEIRA DE PAULA","PMB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","CHRISTIAN DE ASSIS","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","IVAN FIGUEREDO","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","DIEGO ALMEIDA","PHS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","LURDES","PRB"
"Eleições Gerais Estaduais 2018","RJ","SENADOR","SENADOR EDUARDO LOPES","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RENATINHO DA OFICINA","PTB"
"Eleições Gerais Estaduais 2018","RJ","GOVERNADOR","MARCELO TRINDADE","NOVO"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","TOBY ","AVANTE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","CINTIA","PATRIOTA"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ÁTILA NUNES","MDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ANGELICA DO CHANDO","PRTB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","NARCISO COSTA","PTB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","VALTINHO MOTOCICLISTA ","PPL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","KLEBER JUNIOR","PRTB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","RODRIGO BOROBIA E BOROBIA","NOVO"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ALLAN CALDAS","PSD"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARCOS LADEIRA","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CLAUDINHO PÉ NO CHÃO","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","DR. LUIZINHO","PP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","LISIANE SENNA","PSDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ELISEU DUARTE","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","MAURO DA GLORIA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SERGINHO JORNALISTA","PR"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ALMIR JÓIA","AVANTE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SILVIO ABREU","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CLAUDIO O REPORTER","PR"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARCELO DO SEU DINO ","PSL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SHEILA DA MADAMA","PHS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","PEDRO PAULO","DEM"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","FLAVIO DRUMMOND","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARCELO MOREIRA","AVANTE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","NILSON GRANDE","PSD"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","LETICIA CHAGAS","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ALEXANDRE DAVID","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","GLORYA RAMOS ","PT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","TIAGO OLIVEIRA","PTB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CLAUDINHO LEGAL","PROS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","LEANDRO DA FARMACIA","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","RAFAEL ADONIS","REDE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","LUCAS ZUBELLI ","PPL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","LEONARDO ANDRADE","PHS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ERONDINA SILVA ","PHS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MICHELLI QUEIROZ","PR"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ZÉ NINGUÉM","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","JATOBÁ","PRTB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","HENRIQUE SANTORO","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","FABIANO OLIVEIRA ","PSL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","NININHO DA MARÉ","PROS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CHIQUINHO DE PACIENCIA","PHS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","GUSTAVO PEREIRA","DEM"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","PROFESSORA ADRIANA","DEM"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","VERÔNICA LIMA","PT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARIO PORTO","PSB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SERGIO MUTRAN LUZ","PSDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","LUIZ EDUARDO","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","RICARDO NASCIMENTO","PRTB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ALZENICE LEÃO","PMB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","IVAN MONTEIRO","PSB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","DANIEL DUQUE","NOVO"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CIDA FREITAS","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ADRIANA FERNANDES","PSB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","LUCIANA CUNHA","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","COMANDANTE SERGIO WEYDT","PSL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ELENICE ALVES","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","LEONARDO ABRANTES","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","WASHINGTON  COMUNIDADE","PR"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARCELO NEVES AUGUSTO","PR"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CARLOS ANTONIO","PR"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","WAGNER VICENTE","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ANDREIA HADASSA","PHS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CÉLIO GARI","PSOL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","PROFESSOR GUSTAVO JORGE","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","PROF. MARAVALHO","AVANTE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ARQUITETA CECÍLIA        ","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RUBENS BOMTEMPO","PSB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ALINE SILVEIRA","PATRIOTA"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","EDINHO BREEZY DE ITAGUAÍ","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","LUIZ BRASIL","PATRIOTA"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ELI GONÇALVES","DEM"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL"," PROF. ANA LÚCIA","AVANTE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RONALDO QUILOMBOLA ","PT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","JORGE LUIZ AZEVEDO","PROS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","LUANDA LESSA","PV"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","MARIA AMUR","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","FILIPE SOARES","DEM"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ALZIMAR ANDRADE","PSB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","LINS CERQUEIRA","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","IVETE AGUIAR","PMB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ANAPUAKA","PPS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","MOREIRA JARD","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SULTAO ABBAS MUSAUER","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","IRMÃO BIRA","PMB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","EDMILSON RAMALHO","PTC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","FATINHA","DC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ARNÔ","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","HUGUINHO","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","JOHNNY LUTERKING","PATRIOTA"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","FÁTIMA CIDADE","PSB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SAMICO","PR"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","DÁRIO MIRANDA","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","TIO MARIO DE CAMPO GRANDE","PSD"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","RICARDO SALGADO","DC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","JORDAN DRUMOND","PP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","MARIA CELSA ","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","AMARO MADUREIRA","PSD"
"Eleições Gerais Estaduais 2018","RJ","GOVERNADOR","ROMÁRIO","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","J. NONATO","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","IVY MENEZES","PMN"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ROBERTO PONCIANO","PT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","PROF. JOSEMAR","PSOL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","JOANA MACHADO","MDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ROBERTO SILVA","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","PATRICIA HONORATO ","PPL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","DRA. JOSY MOURA","PP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CARLA SAAR","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MACHADÃO","MDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","FERNANDINHO SHANGRILÁ","PSD"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","GRAÇA","MDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","PAULO SERGIO BARIL GAROTINHO ","PATRIOTA"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARCELO LEÃO","PSDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARIA DO MÉIER","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","GLEIDSON LUIZ","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","BIA MORENO","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","BETO JR","PSOL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","DENISE VIGILANTE","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RODRIGO DEÇA","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","BATISTA","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","JESSÉ JUNIOR","PHS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ALMIR PINTOR","PSB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","PROFESSOR JOZIEL","PSL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CHRIS LOPES","DEM"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ONILDO RAMOS","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RICARDO MENDES","PSB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","CORONEL CARVALHO","DEM"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","DR. FELIPE AUNI","PSD"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","EZEQUIEL OLIVEIRA","DC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","REIMONT ","PT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RODRIGO MIRANDA (TIQUINHO)","PPS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ROBERTA DE CARVALHO","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","PASTOR SILAS FALA MAIS","PMN"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","JULY RAMOS ","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","GERALDO INDIO ","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","IVANILDO FAVELA","PTB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","DÉCIO MACHADO","PMN"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","GEORGE RAMOS","PTC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARQUINHO DO ESTACIONAMENTO","PHS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","VANDER ","AVANTE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","LEVI RODRIGUES DE SOUZA","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","PAULINHO 100","AVANTE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","WANDERLI SANTOS","PV"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","EDUARDO AMORIM","PR"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CLAUDIA MOLINARO ","PSDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MAFIA MOURA","PR"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","CORONEL COSTA FERNANDES","PSDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","DR, ANTONIO CARLOS PIRES","PROS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SEGHETTO","PPL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","CARTIER REVOREDO","PPL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","MONICA FRANÇA","PSDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ANDRE LUIS","PMN"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ADRIANO RODRIGUES","PSD"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ANDERSON RIBEIRO","PMB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","DR ANDRÉ WANDERLEY","PATRIOTA"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","JOSIAS MOREIRA","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","FERNANDO VEIGA","PROS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","SILVIA ESTEFANELI","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","LUIZ CLAUDIO","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","SAMUEL DE XEREM ","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","AFONSO ALMEIDA","PT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","THATIANA CARVALHO","PSD"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARIA MACHADO","MDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","PASTOR JORGE HENRIQUES","PTC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ELISEU CARNEIRO","PROS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","PROFESSOR JORGE","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RENATO GUIA ","PT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","PAPAI NOEL DOURADO","PDT"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RUTE SCHUINDT","PPS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ZECA PEREIRA ","PSDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","DR. SÉRGIO","PSC"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","BARRADAS DE BELFORD ROXO","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","JOSÉ LUIS GUERREIRO","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","GERMANO ANUNCIAÇÃO","PMB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","DRA. MARGARETH SILVA","DEM"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","RAFAEL GEMEOS","PSD"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","DIOGO REIS","PRP"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ENEAS PINHEIRO","PR"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ALEXANDRE PIMENTEL","PPL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","NILZA MIQUELOTTI","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","THAIS FERREIRA","PSOL"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","VANESSA MARTINS","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","THIAGO PIRES","PATRIOTA"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MAX","MDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","MARQUINHO DO SEGURO","PRTB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","ADEMIR MADEIRA","PRTB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ZUZU DA BICICLETA","PHS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","PASTOR CRISTIANO","PODE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","ENFERMEIRO ROGÉRIO FORTUNATO","PMB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","RONALDO TIJUQUINHA ","PRB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","TED","AVANTE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","BARBARA SANTOS","DC"
"Eleições Gerais Estaduais 2018","RJ","2º SUPLENTE","SILVIO MALLET","PMB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","GLADYS ","PROS"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","MC TIKÃO","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARCOS ROCHA","MDB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO ESTADUAL","MARCELINO GERMANO","PSB"
"Eleições Gerais Estaduais 2018","RJ","DEPUTADO FEDERAL","JOMARA KNOFF","NOVO"
