"eleicao_descricao","uf","candidato_cargo","nome_urna","partido_sigla"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DR. ALEX COSTA","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","FATIMA BURGUER","PT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","OLIVEIRA","PROS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","TATÁ","PP"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JULIO NASCIMENTO","REDE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","GERALDO ABDALA","PPL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ANA CRISTINA ","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JOELMA PAIVA","PDT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","CILENE RAULINO","PSB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DENIS ABREU","PRP"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JUDITH COELHO","MDB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","FÁTIMA ALVES","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","OTARCIZIO CONTADOR","DEM"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ELIANE","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","LUIZ BITARÃES","DEM"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","EMERITA BRANDÃO","PTC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","AMANDA LOPES","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","EUNICE PRADO","PSDB"
"Eleições Gerais Estaduais 2018","MG","2º SUPLENTE","ANA MARIA","PSDB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JUNINHO CACHORRO QUENTE","PRP"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ANDREIA DE JESUS","PSOL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CELTON  MESQUITA","PSL"
"Eleições Gerais Estaduais 2018","MG","SENADOR","EDSON ANDRE P","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","CARLOS FREITAS","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DENISE ASSIS","PC do B"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","VALDENISA SILVA","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CABO ALEXSANDER","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DANIEL BELLICO DE OLIVEIRA","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","SANIVIA AVELAR","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DIRCEU RIBEIRO","PODE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ANDRÉ QUINTÃO","PT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ILACIR BICALHO","PSC"
"Eleições Gerais Estaduais 2018","MG","2º SUPLENTE","EMANUEL BONFANTE","PCB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PAULO QUEIROZ","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","SARGENTO JULIANO","PTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MESTRE LIM","PV"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","IVANILDO DO PETROVALE","PHS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","SUELI CORDEIRO","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","EDILEUZA APARECIDA","PROS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MARCILENE JACINTO","PHS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CARLINHOS","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","REGINALDO MENEGUINI DÚ","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PASTORA ISABEL DONGRIA","PSD"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","DANILO NEY","PATRIOTA"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ALEXANDRE","PSB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","RICARDO MONTEIRO","PC do B"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","LIDIANE BARBOSA","REDE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JOÃO DO FORRO","PHS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","HEBERTE MENEZES","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PROFESSOR DAVI","PSOL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","CASSINHA CARVALHO","PSB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","BIM BRANDÃO","PROS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CABO MATIAS","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","DEOLINDO MENCK","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ZÉ MAURÍCIO","PC do B"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","CABO COELHO","PTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DANILO ROCHA","NOVO"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CID TEIXEIRA","PPL"
"Eleições Gerais Estaduais 2018","MG","GOVERNADOR","ROMEU ZEMA","NOVO"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","IZAÍAS DO RESTAURANTE","PTC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","MARGARETE LAGUNA","PPS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","OFÉLIA","PT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CINEIA DO ZE ROBERTO","PTC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","IVANY OLIVEIRA","PTC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","FIGENINHA BIBIANO","PSB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","CIDA JESUS","PTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ELIZETE MOTA","PSDB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JOSÉ MARIA DO BARREIRO","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JARY VITOR","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","WANDERLEY DELEY DA BICICLETA","PPL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","WELTON MANSO","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DANIEL CRISTIANO","PCB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DENILSON DA JUC","PATRIOTA"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MARLENE ABREU","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","WILMA ROCHA","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JULIANA RODRIGUES","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ANDERSON CUNHA","PSOL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","VILMA COSTA","PTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CLEITON OLIVEIRA","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ITALO ","PSOL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ROGERIO HENRIQUE","REDE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","FELIPE SOUZA","PROS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","PROF AUGUSTA FAGUNDES","PATRIOTA"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","LEANDRO GENARO","PSD"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","LÉO MOTTA","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PAULO GOMIDE","PRP"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","BRUNO BORGES","REDE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ESCRITOR WILSON MELO","PATRIOTA"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","EDUARDO EMERSON","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PEDRO ADJUTO","PHS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DR. JOSÉ MARIA","PSDB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","FABIANO CAZECA","PROS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","GUINA GUINÉ","PPL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MARINHO","PTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DR.MARCOS MESQUITA","PDT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CORONEL SANDRO","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ANGELITA ROCHA","PMN"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CONCEIÇÃO","PTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","LEONARDO SANTOS","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","SUB TENENTE JOÃO LEAL","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","BRUNO PAIVA","REDE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","CÉRGIO MELO","PHS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","INSPETOR ELVIMAR","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","FABRICIA ABREU","NOVO"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","FABRICIO JOSE CARDOSO","PATRIOTA"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","EDSON PROFETA","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DRA. JUNIA NACUR MÉDICA","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","TONY CARLOS","MDB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","CIDA VIEIRA","PC do B"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ZE MARIA DE NOVA CONTAGEM","PATRIOTA"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MARQUINHO DURVAL","PT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","RAUL BELEM","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","RONALDO ROCHA","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PASTOR VANDERLEY FIDELIS","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","FERNANDO BEZERRA","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DR JORGE ALI","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ERIKA MINELLI","PRP"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","SAMARA","PTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PASTOR ORLANI","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","TATIANE THAÍS","PMN"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","GLEYK SILVEIRA","PC do B"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","PASTORA MIRIAM","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","VERA DA FEIRINHA MIX","PPL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","GUILHERME DINIZ","PSOL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ROSÁRIA RESENDE","PSB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","THIAGO FERNANDES","PRP"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ELIZABETE DE PAULA MARTINHO","PSTU"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ADEMIR SANTOS","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JORGE ESPESCHIT","PPS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ZÉ GAMBA","PATRIOTA"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","RICARDINHO","PATRIOTA"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","GERALDO BESSA AMORIM","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","VIVIANE MARQUES ","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","TIAGO MITRAUD","NOVO"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","GERALDO SUCATA","REDE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DR. DIONÍSIO BRITO","PRP"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","RAULEM BARROSO","PV"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","JÉSUS LIMA","PT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JOÃO MOREIRA","NOVO"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","REGIANE OLIVEIRA","PSB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JOSE RENATO BENÇÃO","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","FABIO AVELAR","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","TENENTE PROCÁCIO","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","WAGNER CAVALCANTE","PDT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","FABIO VILELA","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PROFESSOR JOÃO FRANCISCO","PDT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","DR. BERNARDO RAMOS","NOVO"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MÁRCIA LÚCIA","PHS"
"Eleições Gerais Estaduais 2018","MG","SENADOR","PROFESSOR TULIO LOPES","PCB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","GEORGE MEDEIROS","PPL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PROFESSORA ELZA MELO","PC do B"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","GUSTAVO PIRES","PROS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","NELIO AURELIO","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ENFERMEIRO GILBERTO LIMA","PV"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PROFESSORA ADÉLIA","PR"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","TADEU MACHADO","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MAGNÓLIA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","MARLI ALVES","PROS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","EDMILSON DA PADARIA","PRP"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MARIA DO CARMO","PT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","CLAUDIO MIRANDA","DEM"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","PROFESSORA ANA BRASILEIRA","PODE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","EDER GODOI","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JOSE MARCIANO","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","GILBERTO DO DEPÓSITO","PTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","FLAVIO RABELO","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CATARINA LEOPOLDINO","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DR. PAULO TELLES","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","NILMARIO MIRANDA","PT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","RONALDO BATISTA","PMN"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PASTOR MARIO","PROS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","DR GERALDO D. AMADOR","PATRIOTA"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","DR.ADÃO","PDT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JORGE ARCANJO","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ADENOR SIMÕES","PSB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","PASTOR NELQUIADES DE MADUREIRA","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ZÉ SILVA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","DELEGADA ELAINE MATOZINHOS","PTB"
"Eleições Gerais Estaduais 2018","MG","VICE-GOVERNADOR","VICTORIA DE FATIMA DE MELLO","PSTU"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CLODOALDO CÉSAR","PODE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","TONINHO DA PEDREIRA","PPS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","BETE VIANA","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DRA. ARIADNA","PRB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JOÃO JACIEL PEREIRA","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","PROFESSOR HALLEY","PSOL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","LORENA HONORATO","PTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","GEILA MIRANDA","PSDB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MESTRE TRANQUILO","PTC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","BERNARDO SILVIANO BRANDÃO","NOVO"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","SILVIN SOARES","PC do B"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","GORDÃO","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","VERA CRISTINA","PHS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CELISE LAVIOLA","MDB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","PROFESSOR GISLEY SILVA","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ANGÉLICA PELUZO","PSB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ILDEFONSO PINTO","PRP"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","JAZIEL SOUSA","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","MAX VALMIR FERREIRA","REDE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ROSILENE CABELEIREIRA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","AILTON PAIVA","PHS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","GENERAL MARIO ARAUJO ","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DANIEL ANGOTTI","NOVO"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","JUSSARA SIMPLICIO","PHS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","SYLLAS VALADAO","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MARCELO FRETEZ","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ECLAIR GONÇALVES","DEM"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","WILSON C GIRAFA","PROS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ORLANDO JESUS","PTC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","FERNANDO SANTOS","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MARLI PAIXÃO","PSB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","HELEN PERRELLA","PC do B"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","LUIS TIBE","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MARIZABEL VIEIRA PACHECO","PSOL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","WELLINGTON SILVA SEMPRE COM VC","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ELVIRA PIRES","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MIQUEIAS RIBEIRO","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","JULIARINA CRUZ","PODE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ELOISIO","PT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","BINGA","PSD"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","JOÃO RASGADO","PSOL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CARONE","PSOL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JOÃO MARCELO","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","INGRYD","PPL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","RAGOS OLIVEIRA","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","RENATO FABIANO","PPL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JOSÉ NEWTON","PODE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ADELMO LEÃO","PT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CATATAU DO POVO","PHS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ZÉ EDUARDO","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ADRIANA ROCHA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","CASSIO SOARES","PSD"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ALAN BERNARDES","REDE"
"Eleições Gerais Estaduais 2018","MG","1º SUPLENTE","ODAIR FERREIRA","REDE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ZULEIDE OLIVEIRA","PSL"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","GILVANIA SANTOS","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","PASTOR ELMANO PIO","PHS"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","LEONÍDIO BOUÇAS","MDB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ALEXANDRE DELÃO","PODE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","ANDERSON MARTUCHELI BENTO","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","FABIO LEMES","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MIRACY SANTOS","DEM"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ANDRÉA CARLA FERREIRA","PSTU"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","JULIANO RODRIGUES","PRTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","EDUARDO AUGUSTO","DC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","VERA ARAÚJO","PSD"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","MOABE SIDONIO","PTC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","LIDIA JORDÃO","PATRIOTA"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","PAULA RODRIGUES","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","VILMA IRMA DA GLORINHA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ROBERTO CARVALHO","PT"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","JACQUES BETIM","PP"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","ELIAS LIMA","PMN"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","PASTOR BRANDÃO","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MALAQUIAS","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","DINA","PTB"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","BELINE WANDAQUE","PTC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","PASTOR FRANKLIN","PP"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO FEDERAL","MARCELO VIEGAS","PSC"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","MARCAO FUTEBOL","AVANTE"
"Eleições Gerais Estaduais 2018","MG","DEPUTADO ESTADUAL","VALMIR EVANG VAI SER RICO TREM","PROS"
