"","eleicao_descricao","uf","candidato_cargo","nome_urna","partido_sigla"
"662","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","CIDA SILVA","PATRIOTA"
"663","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ZÉ WILSON","MDB"
"664","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RAFAEL PRUDENTE","MDB"
"665","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","OZIEL PAZ","PODE"
"666","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","CIRO FREITAS","PMN"
"667","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ELEM SIMONE","PSOL"
"668","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","GUTO BELLO","REDE"
"669","Eleições Gerais Estaduais 2018","DF","SENADOR","DANILO MATOSO","PCO"
"670","Eleições Gerais Estaduais 2018","DF","2º SUPLENTE","RENATO","PSTU"
"671","Eleições Gerais Estaduais 2018","DF","1º SUPLENTE","SILVIO","PSTU"
"672","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PASTOR FIGUEIREDO PARANAGUÁ","PSDB"
"673","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","DORNELLAS","PP"
"674","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","MARCELO TIGRE","PSDB"
"675","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PSICÓLOGA DOLORES FERREIRA","MDB"
"676","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","SALVE JORGE","PMB"
"677","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JORGE MARQUES","PSL"
"678","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","LENE GUEDES","PMB"
"679","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","CESAR SANTANA","REDE"
"680","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","THAMIRIS FLORA","PC do B"
"681","Eleições Gerais Estaduais 2018","DF","GOVERNADOR","ALEXANDRE GUERRA","NOVO"
"682","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANCHIETA JR","PTC"
"683","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","AZAMBUJA","REDE"
"684","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PROFESSOR EDUARDO REZENDE","PP"
"685","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ROSALICE","MDB"
"686","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","BERNARDO WERNIK","MDB"
"687","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MAJOR LOURIVAL","AVANTE"
"688","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","DIEGO AMORIM","PPS"
"689","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","SOCORRO","PPL"
"690","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","AUDITOR PAULO MARTINS","AVANTE"
"691","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","DIVINA SILVA","MDB"
"692","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","EUCLIDES PAPIROS","PPS"
"693","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","CIDINHA ROCHA","PPL"
"694","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MARCELO X","DEM"
"695","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PAULO BODÃO","PSD"
"696","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","JOSIVALDO FEITOSA","DC"
"697","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PEDRÃO","PPS"
"698","Eleições Gerais Estaduais 2018","DF","GOVERNADOR","RODRIGO ROLLEMBERG","PSB"
"699","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ELICLEUDA","PTB"
"700","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","EXPEDITO VELOSO","PT"
"701","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANDRÉ CORUJA","PDT"
"702","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PASTORA ROSE","PHS"
"703","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","FERNANDO VARGUES","PCO"
"704","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","VALDEMIR VIGILANTE","PR"
"705","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ISAIAS FILHO","PPS"
"706","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PAULA ALVES PSICOPEDAGOGA","AVANTE"
"707","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","CORONEL JEAN","PP"
"708","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","SGT ADRIANO OLIVEIRA","PRP"
"709","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PROFESSOR CARLOS ARRUDA","PODE"
"710","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","WILL GODOY","PSL"
"711","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RICHARDE BRAGA","PSL"
"712","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","GILBERTO CAMARGOS","PROS"
"713","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","BETO RIBEIRO","PPL"
"714","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","WANDER MACIEL","PT"
"715","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PROFESSOR FÁBIO SOUSA","PDT"
"716","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ZÉ BIDOLA","PSD"
"717","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","GORDINHO DA FARMÁCIA","AVANTE"
"718","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","WASHINGTON SILVA","PHS"
"719","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ZILLER","PSB"
"720","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ABEL DUARTE","PHS"
"721","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","FRANCISCA ROCHA","PPL"
"722","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MARIZIA BONIFACIO","PROS"
"723","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JEFF MOTTA","PC do B"
"724","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","SOCORRO COSTA","PRB"
"725","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JULIO LANCHONETE","PSC"
"726","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PROFESSORA GLEIDE","PHS"
"727","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PROFESSOR ROBINSON PAIS","PSDB"
"728","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","BITO RAMOS","PTC"
"729","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","BINO ARCANJO","PHS"
"730","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MARCO ROSA","SOLIDARIEDADE"
"731","Eleições Gerais Estaduais 2018","DF","GOVERNADOR","ALBERTO FRAGA","DEM"
"732","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","NÁGELA MARIA","PSDB"
"733","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RONEIDE PAIVA","PMB"
"734","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANDRÉ LIMA","REDE"
"735","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PASTOR JORGE BOMBEIRO","PR"
"736","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","HÉLIO LIMA","PMB"
"737","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANDRÉ SILVA","PSC"
"738","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PROFESSOR ELUÍDES AGAPITO","PP"
"739","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PROFESSOR INALDO CONCURSEIRO","PRP"
"740","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RUAN","MDB"
"741","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ELIZABETE QUEIROZ","PTB"
"742","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JULIO CESAR JAPA","PROS"
"743","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MAYK MONTALVÃO","PTC"
"744","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PR. CÉLIO SANTANA","AVANTE"
"745","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","KAMUU DAN","REDE"
"746","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ADHARA CAMPOS","PV"
"747","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","GUILHERME DA HORA","PC do B"
"748","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","IARA","PSC"
"749","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","IVANI FERREIRA","DC"
"750","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","FERNANDO SERVO","PSC"
"751","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JOSE REIS","PPL"
"752","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PROFESSOR DAVI MOREIRA","PROS"
"753","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANDYARA","PPS"
"754","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","FRANCISCO LUCIO","PR"
"755","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JABÁ","PTC"
"756","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RUBÃO","PRB"
"757","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ADIBE MECANICO","PV"
"758","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","NEGUIN","PDT"
"759","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","EDUARDO LYON","PHS"
"760","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","SIMONE MAGALHÃES","AVANTE"
"761","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","DENILSON DO GAS","PTB"
"762","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ADRIANA LOURENÇO","PROS"
"763","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANTONIO CRISPIM","PR"
"764","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","RODRIGO FREIRE","NOVO"
"765","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","GUSTAVO MIRANDA","PSC"
"766","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","TONINHO MARATONISTA HOPE HOPE","PV"
"767","Eleições Gerais Estaduais 2018","DF","2º SUPLENTE","MANA","PSD"
"768","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","GUSTAVO LABAREDA","PRP"
"769","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","BIANCHINI","PRTB"
"770","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JOSÉ SANTARÉM","PSB"
"771","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","VALÉRIO BANDA MARANATHA","PSC"
"772","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","DANIEL REIS","PP"
"773","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","NILSON DA FEMEI","PROS"
"774","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PROF. FELIPE LEITAO","PROS"
"775","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RICARDO PAZ","PATRIOTA"
"776","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","FLAVIO PIKANA","DC"
"777","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MARIO BLANCO","PPL"
"778","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ALZIRA FOLHA","PSB"
"779","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","BATISTA NETO","PTB"
"780","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RAIMUNDO CANUTO","REDE"
"781","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","LGM","NOVO"
"782","Eleições Gerais Estaduais 2018","DF","SENADOR","PAULO ROQUE ","NOVO"
"783","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MÔNICA NÓBREGA","PSB"
"784","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ALTINO TORNEIRO","PSD"
"785","Eleições Gerais Estaduais 2018","DF","SENADOR","JOÃO PEDRO FERRAZ","PPL"
"786","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","BOCAIÚVA","MDB"
"787","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ROBERTO AMIGO DE TODOS","PRB"
"788","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RENNEZÃO","PTB"
"789","Eleições Gerais Estaduais 2018","DF","1º SUPLENTE","TAKANE","PTC"
"790","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JAILSON SANTOS","PPL"
"791","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","REGINALDO GOUVEIA","PSL"
"792","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","GEORGIOS","PTC"
"793","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","LINEUDA DA SUSTENTABILIDADE","PROS"
"794","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANTONIO DO LIVRO","PROS"
"795","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","GEORGE ARTHUR","PRB"
"796","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","FILIPPELLI","MDB"
"797","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","IRENE","DC"
"798","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JUAREZ PAULINO","PT"
"799","Eleições Gerais Estaduais 2018","DF","1º SUPLENTE","MARCOS TOSCANO","PSOL"
"800","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANA ROSA","REDE"
"801","Eleições Gerais Estaduais 2018","DF","1º SUPLENTE","JOAQUIM BENEDITO","PCO"
"802","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","SAMIO BANDEIRA","PATRIOTA"
"803","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MISA MORENA","PMB"
"804","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","BALTAZAR","REDE"
"805","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","TATIANA LEITE","PPL"
"806","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","NEVITON SANGUE BOM","PROS"
"807","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JOSMAILTON","PT"
"808","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JOÃO CARLOS CORRÊA","PPS"
"809","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JU FLOR","PTC"
"810","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JUNIOR GARI","PV"
"811","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","VALERIA LINHARES","PSD"
"812","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","BIA KICIS","PRP"
"813","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MARIA ADELIA","PSC"
"814","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RICARDO NEGREIROS","PROS"
"815","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","FLAVIA ARRUDA","PR"
"816","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","EDU ATILA","PPL"
"817","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PASTORA MARIA TRINDADE","PSC"
"818","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ISAURA BARBOSA","AVANTE"
"819","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","EDILSON","PR"
"820","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","NILZA GOMES","PMN"
"821","Eleições Gerais Estaduais 2018","DF","GOVERNADOR","FÁTIMA SOUSA","PSOL"
"822","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","ANA PRESTES","PC do B"
"823","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANTÔNIO FISCAL","SOLIDARIEDADE"
"824","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","TALITA VICTOR","PSOL"
"825","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","MIGUEL LUCENA","PTB"
"826","Eleições Gerais Estaduais 2018","DF","1º SUPLENTE","JOSE ROBERTO RUTKOSKI","PPL"
"827","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","IGOR BISPO","PSC"
"828","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PAI RESENDE","PPL"
"829","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","NEWTON LINS","PSL"
"830","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ADELMO PAPAI SMURF","PRP"
"831","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANA CRISTINA DO POR DO SOL","PTB"
"832","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","EDUARDO CUSTO ZERO","PPS"
"833","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","DANIEL GONÇALVES","MDB"
"834","Eleições Gerais Estaduais 2018","DF","2º SUPLENTE","FERNANDA GRANJA","PSOL"
"835","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PABLO VALENTE","PP"
"836","Eleições Gerais Estaduais 2018","DF","VICE-GOVERNADOR","CLAUDIA FARINHA","PT"
"837","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","RAYSSA TOMAZ","PV"
"838","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","CAROL LIMA","PTC"
"839","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","WILSON GONÇALVES","SOLIDARIEDADE"
"840","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","CIDINHA SANTOS","PDT"
"841","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","BETH SCOFIELD","PR"
"842","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","FELLIPE PASSOS","DC"
"843","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","LAY SILVA","PMB"
"844","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","EVANDRO PEREIRA","PRB"
"845","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","CRISTIANO TORRES","PHS"
"846","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MARCOS MAURÍCIO","AVANTE"
"847","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","DR. CHARLES","PHS"
"848","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","IOLANDO","PSC"
"849","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","CARLOS SANCHA","PRP"
"850","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","GARCIA","PTB"
"851","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","NEUSA BARBOSA","PR"
"852","Eleições Gerais Estaduais 2018","DF","2º SUPLENTE","ELISEU KADESH","PATRIOTA"
"853","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ADRIANO ARAÚJO","SOLIDARIEDADE"
"854","Eleições Gerais Estaduais 2018","DF","1º SUPLENTE","WESLIAN RORIZ","PMN"
"855","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","OLAIR","PP"
"856","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JOSE ARAUJO","PP"
"857","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANDERSON MEDINA","PP"
"858","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","TRANQUILLINI","PRB"
"859","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MISSIONARIO CARLOS","PR"
"860","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MARIZETE DA SAUDE","PROS"
"861","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","MARIA SONEIDE","SOLIDARIEDADE"
"862","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","JEFERSON MAXIMINO","PPL"
"863","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANDREA QUADROS","NOVO"
"864","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","KENGY","PCO"
"865","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","VICTOR OKUBO","PRP"
"866","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","EDLEUZA PAIVA","PP"
"867","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","CRISTIANO SEVERO","REDE"
"868","Eleições Gerais Estaduais 2018","DF","VICE-GOVERNADOR","PASTOR EGMAR","PRB"
"869","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","WILLIAN VINIL","MDB"
"870","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","PROFESSOR MANOEL FILHO","PC do B"
"871","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ASSIS FERNANDES","PSDB"
"872","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PAULO THIAGO CAVEIRA","PTC"
"873","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","JOAO SEM TERRA","PPL"
"874","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","TATU","PMB"
"875","Eleições Gerais Estaduais 2018","DF","SENADOR","ROBSON","PSTU"
"876","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","DELEGADO PABLO AGUIAR","PTB"
"877","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JOÃO FRANCISCO","REDE"
"878","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","TATIANA REHBEIN","AVANTE"
"879","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","BABY FACE","PSC"
"880","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","AMAZONICA BRASIL","PROS"
"881","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","AMERICA BONFIM","PT"
"882","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","LIPPE VIANA","PTC"
"883","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","SIMONE ROCHA","PROS"
"884","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ENGENHEIRO FRANCISCO","SOLIDARIEDADE"
"885","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","EDIVALDO ALBUQUERQUE ","MDB"
"886","Eleições Gerais Estaduais 2018","DF","SENADOR","ROMILDA TEIXEIRA","PSDB"
"887","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","INOCÊNCIO CALTAGIRONI","PSOL"
"888","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JOCELIA ALBURQUERQUE","PSC"
"889","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","VINÓLIA PORTUGAL","MDB"
"890","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ELAYNE TIAGO","PSDB"
"891","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ANDRÉ LUIZ","MDB"
"892","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","GUARDA JANIO","PROS"
"893","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ALINNE MARQUES","PPL"
"894","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","PAULO RORIZ","PSDB"
"895","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RONALDO","DC"
"896","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ALFREDO JUNIOR","AVANTE"
"897","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","JARO BRINY","PSOL"
"898","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ELISAFÁ AMORIM","PRTB"
"899","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","POLICARPO","PT"
"900","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RENATA DINIZ","NOVO"
"901","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PEDRO LEITE","PODE"
"902","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RICARDO PATO","PSC"
"903","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","VANESSA GOUVEA","PSL"
"904","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","SARGENTO ELIOMAR RODRIGUES","PTC"
"905","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RICARDO BRANDAO","PTB"
"906","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PAULO ALEGRIA","PHS"
"907","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ARTHUR CARDOSO","AVANTE"
"908","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","HENRIQUE PASSOS","PSC"
"909","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","LUANA LIMA","PRB"
"910","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ALMACHIO ROCHA","PSL"
"911","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ZÉ NILTON","PRB"
"912","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","ZAQUEU BRAGA","PSOL"
"913","Eleições Gerais Estaduais 2018","DF","DEPUTADO FEDERAL","ISANIL","AVANTE"
"914","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","PROFESSOR HERCULES  CEZAR","PTB"
"915","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","RICHARD DA SAÚDE","PMB"
"916","Eleições Gerais Estaduais 2018","DF","DEPUTADO DISTRITAL","CLÁUDIO SAMPAIO","PRP"
"917","Eleições Gerais Estaduais 2018","DF","1º SUPLENTE","CRIS SANTOS","PT"
