"eleicao_descricao","uf","candidato_cargo","nome_urna","partido_sigla"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PROFESSOR RAFAEL RODRIGUES","PHS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PROFESSOR VINICIUS","DC"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JOAO PAULO AVELINO","PC do B"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","DR. PAULA","PP"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CHIÓ","REDE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JOAB ARAUJO","PDT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","NEIDE DE LULA","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ESDRAS ARRUDA","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","LUCIA OLIVEIRA","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","TANIA SILVA","PSC"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","PEDRO CUNHA LIMA","PSDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ZÉ BONITINHO","PSC"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","VERONICA MARIA","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SERGIO AGRA","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","RAUL LIMA","DEM"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","ANTONIO DANTAS","PRB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","NAYMARA CARNEIRO","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JULIANA LIMA","PMN"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","VALDILENE","AVANTE"
"Eleições Gerais Estaduais 2018","PB","GOVERNADOR","JOÃO","PSB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SGT JARDEL","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","CABO RUI","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JANAINA","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","WEVERTON TOM","REDE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ZICO","DC"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LUCEMY","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JULAMEK SILVA","PP"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ISLÁ MAYRANNA","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","EXPEDITO LEITE","PV"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","DR. JANE","PP"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","SERGIO RUSSO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CABO SERGIO RAFAEL","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CAMILA TOSCANO","PSDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","FILIPE VAQUEIRO ","REDE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","MARCOS HENRIQUES","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PANTERA","DEM"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","ELIZA","PP"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","ALVARO NETO","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PROFESSOR EDSON GOMES","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CELINO","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ESCURINHO","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PROFESSOR JANIO PEREIRA","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","CORONEL RAMALHO","PHS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","MÔFI","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LUCIANO CAETANO","PR"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","ARI SANTOS","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JOSÉ SIMÃO","AVANTE"
"Eleições Gerais Estaduais 2018","PB","1º SUPLENTE","JOÃO TEODORO","DEM"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","ROZELITA ","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LAEDSON FREIRE","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LUIZ DO BISCOITO","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","GUILHERME ALMEIDA","PP"
"Eleições Gerais Estaduais 2018","PB","2º SUPLENTE","ISA ARROXELAS","PSDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JOSEANE","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","MARILÚZIA SOUZA","REDE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","EDIRCE","PSDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MARIA NEUSA","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","FELIPE LEITÃO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","HILDO LISBOA","DEM"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","CUSTÓDIO JUNIOR","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","GRAÇA SANTOS","REDE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CABO GILBERTO SILVA","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JOAQUIM BARBOSA","PC do B"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MAGALI MOREIRA","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","DR. OLIMPIO","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","CICERO FERNANDES","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","RICARDO PINHEIRO","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LIVRAMENTO","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","WIVIANE","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ADERALDO GONÇALVES","PMN"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MANO FREIRE","PC do B"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SUB TEN. ALVES DA FLAMENGUEIRA","PSL"
"Eleições Gerais Estaduais 2018","PB","VICE-GOVERNADOR","ADJANY  SIMPLICIO","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JANDIR FERRAZ","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CRISTIAN MAIA","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","ANDRE BEZERRA","MDB"
"Eleições Gerais Estaduais 2018","PB","1º SUPLENTE","EDVALDO ROSAS","PSB"
"Eleições Gerais Estaduais 2018","PB","SENADOR","DANIELLA RIBEIRO","PP"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MARCELO DO MERCADINHO","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","LAERCIO BRAGA","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","IGOR ROCHA","PTC"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","WELLITON CARLOS","PROS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","BETO BRASIL","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LAURO MAIA","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","IVO ANDRADE","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LUCIANO SOUZA","PMN"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CLAUDIA SILVA","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ANA LUCIA","DEM"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JOÃO ALMEIDA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","PB","SENADOR","LUIZ COUTO","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","BETA","PROS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LEILA FONSECA","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JUCILEIDE GOMES DE ARAÚJO","PDT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","PR. MARINHO JUNIOR","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","DOUTOR MARIANO","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MALU VINAGRE","PROS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","FABIANO LIMA","PTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ALINE SANTANA","DEM"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","PATRICK DORNELES","PSDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","BENJAMIN MARANHÃO","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MANOEL EDUARDO","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","SERGIO MONIZ","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","GALEGO DO LEITE","PODE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","SONNALY","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SANDRA","PR"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","IRMÃO  CÉZAR","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ZE COSTA","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ROBERTO RODRIGUES","PTC"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","PASTOR MAURO","PTC"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PETRÔNIO DO VENTILADOR","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","INALDO LIMA","PTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LÍGIA ROLIM","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","TATIANA MEDEIROS","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JUNIOR ARAUJO","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","SOCORRO PONTES","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MARMUTHE CAVALCANTI","PSD"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ANISIO MAIA","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","JÉSSICA MONTEIRO","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","AUTO NETO","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MARILYN","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SERGINHO GÓIS","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","WALLBER VIRGOLINO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ALYSSON DE PEPÊ TAVARES","PMN"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","DOUTOR ROMUALDO","PSB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ANTÔNIO GUERREIRO","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","GERVÁSIO MAIA","PSB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","RAFAEL BENÍCIO","REDE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","BRANCO MENDES","PODE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","RENAULT","PHS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CLEONICE BARROSO","PSD"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LINDEMBERGUE","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","MARTA AIRES","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","RAFAELA CAMARAENSE","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","GILVAN LUCENA","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PEDRO MEDEIROS","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LUZENIRA","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","NETINHO","PR"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","VITORIA GALEGA DO FUSKA","PTC"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","AMORIM","PV"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PROFESSOR RUBINHO","PC do B"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SIDINEY OLIVEIRA","PT"
"Eleições Gerais Estaduais 2018","PB","GOVERNADOR","ZÉ MARANHÃO","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","BARBARA BARROS","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","DUDU FARIAS","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SGT. IVALDO","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","EDNALDO DO EDILICYA","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","NAPOLEÃO MARACAJÁ","REDE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","GUSTAVO WANDERLEY","PV"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JOEL ARAÚJO KEL","PMN"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PROFESSORA ELIZABETH","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","NADJA PALITOT","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","JÚLIO CÉSAR","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","RAFA MAX","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","PASTOR LUCIANO BRENO","PPL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","MARILIA DANTAS","NOVO"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","PROF. JACOB","REDE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PROFESSOR JOSIAS MENDES","DEM"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SEVERINO DO GÁS","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SÁVIO SALVADOR","PDT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","BERG CONTADOR","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","ALZENI RODRIGUES","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PEDRO COUTINHO","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","CARLOS GALEGO","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","EVANDRO MOTORISTA","PROS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MANOEL PAULINO","PR"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","VALDINHO ROMÃO","PSB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","NEM CORRETOR","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ZENIVALDO DO CONSIGNADO","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","RAFAEL SOARES","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ROSE CRUZ","PC do B"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LEYDAIANA","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","REGINA CELIA","PTC"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CRIMILDE MAGLIANO ","PSDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","NONATO BANDEIRA","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","EDUARDO CAVALCANTI","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","NINÃO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CARIOLANDO FELIX","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","FREI ANASTACIO","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JOÃO BATISTA DA SILVA","PSC"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","GALEGO DE SOUZA","PP"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","EDNA DO BOLO","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","INACIO FALCÃO","PC do B"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","GERMANO RIBEIRO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","DALMO OLIVEIRA","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ALCELINA","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PATRICIA CARLA","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","SENADOR","NIVALDO MANGUEIRA","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CHICO PEIXE","PR"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MARCEL","PRP"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","VALÉRIA SILVA","PODE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","SEU CIÇO","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","CORONEL IRIS","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","IVANDRO PRODUÇÕES","PMN"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MONACI MARQUES ","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JOTA FERREIRA","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","OSVALDO OLIVEIRA","PSD"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","CORONEL MARCIO SARAIVA","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","MARCO ANTONIO CARTAXO","PV"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","CALAÇO ","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SAMMARA AGUIAR SAMMY","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","MORGANA MACENA","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","CAPITAO ANTONIO","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","IRMÃO DO TAXI","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","AMANDA GUERRA","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ILMARA MORAIS","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ARY SMART","PC do B"
"Eleições Gerais Estaduais 2018","PB","VICE-GOVERNADOR","MICHELINE RODRIGUES","PSDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ANINHA DE SAPECÃO","PSC"
"Eleições Gerais Estaduais 2018","PB","2º SUPLENTE","ALEXANDRE","PRP"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JUNIO SOM","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","PLÍNIO TAVARES","PRP"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LAZARO CAMBUIM","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","BUGIGANGA","PHS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","HELENA UEMA","PC do B"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SERGIO NACOM","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MOABE ALVES","REDE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ADRIANA CATOLÉ","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","JUNIOR BRITO","PTC"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","RIATA GAVÃO","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","ELVIS","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CÉLIO ALVES","PSB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ANTONIO CARLOS","MDB"
"Eleições Gerais Estaduais 2018","PB","1º SUPLENTE","DIEGO TAVARES","PV"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","DIVINO ARAÚJO","PROS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","IRMÃO JEAN","PROS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","FABIANA VELOSO","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","ROSÁLIA BARBOSA","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ISRAEL NICOLAU","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","MILENA CRISPIM","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PAULA REGINA","PSD"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","FÁBIO COSTA DA SAÚDE","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","SELMA PINHEIRO","PODE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","DR. DJALMA","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","DAYANNY ARAUJO","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","BUBA GERMANO","PSB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","TIA LUZIA","PV"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","RENATO EMANUEL","PSDB"
"Eleições Gerais Estaduais 2018","PB","2º SUPLENTE","ALÉCIO COSTA","PSOL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LAUDICÉIA OLIVEIRA","PDT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","DOUTOR ZÉ CÉLIO","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","BIU FERNANDES","PSL"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","LILIAN BANDEIRA","PPS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ZENNEDY BEZERRA","PV"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PROF. BRASILEIRO","PC do B"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JOÃOZINHO DO GÁS","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","OSCAR VENANCIO","REDE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","GERALDO MEDEIROS","PDT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CANANÉA","DEM"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","XOKITO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","DRA. CLAUDIA","MDB"
"Eleições Gerais Estaduais 2018","PB","SENADOR","VENEZIANO","PSB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JÚ NOBREGA","PROS"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","EVA WILMA","PTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","BIOLOGO HONORATO","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","ANDERSON MAIA","PSB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","DIOGO MOZANIEL","PDT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","FABÍOLA MAIA","PRTB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","URAY","AVANTE"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","VILMA MENESES","PRB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","JULIANA SILVA","PT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","RICARDO PADILHA","PSD"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","MAX JUNIOR","MDB"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","CLÁUDIO RODRIGUES","PDT"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO ESTADUAL","PROFESSOR GILBERTO DILO","PMN"
"Eleições Gerais Estaduais 2018","PB","DEPUTADO FEDERAL","SARGENTO LUCINEIDE","PSL"
