"eleicao_descricao","uf","candidato_cargo","nome_urna","partido_sigla"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","SINVAL SILVA","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","JOEDSON","PSL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","LAINA CRISOSTOMO","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PATRICIA SOARES","PRTB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","CLAUDIO SILVA","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PAULINHO MONTEIRO","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","KLEBER GARRIDO","PTB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","AURELIO DOURADO","MDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","LANE RASTA","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","RUTE CARVALHAL","PSB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","FÁBIO LECHUGA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","NUBIA ESTRELA","NOVO"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","FRANK CERQUEIRA","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ROBERTO CARLOS","PDT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","CRIS MORAIS (TITI)","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","SARGENTO MORGADO","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ALELUIA","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JELSON BARBOSA","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","KARILANE ODORICO","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","NYCOLLE BRAZ","DC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","BETHANIA AMORIM","PTB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","LORA","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","CABO IVAN LEITE","PSL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","GRAÇA DA CESTA","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","LÚCIA CARVALHO","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","EVERALDO ROCHA","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","BAIANO","MDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","DENINHO GUIMARÃES","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","SERGIO BARRADAS CARNEIRO","PV"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","EDNALDO RIBEIRO","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PAULO CIPÁ","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ALFINA NINHA","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","FÁBIO REIS","PRP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","CARLOS VIGILANTE","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","MARIA LÚCIA","PRP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","RAFAEL MOREIRA (RAFA)","PODE"
"Eleições Gerais Estaduais 2018","BA","1º SUPLENTE","JORGE RIOS","MDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","MARCOS ARAÚJO","PSDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","GEOVANA AMENO","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","TELMA NONATO","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","WILSON PARAGUAIO","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","SENADOR","FRANCISCO JOSÉ","REDE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","IGOR KANNARIO","PHS"
"Eleições Gerais Estaduais 2018","BA","2º SUPLENTE","TÉDÃO","PRTB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","KARLA OLIVEIRA","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PROFESSOR RUI","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","EDMO DEL REI LIMA","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","TOM BLACK","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","PASTOR WALISSON","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","SGT. VALDIMAR DE JESUS","MDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","PASTOR SARGENTO ISIDÓRIO","AVANTE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","DR. ROBERT GOMES","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","MARLON DE POÇO CENTRAL","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ROMILDO CAMPODONIO","PROS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","IASMIN REIS","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","TIAGO CORREIA","PSDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MICHELE SÁ","PP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JOSUÉ VITORINO JOCA","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ADOLFO MENEZES","PSD"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","EDNA RODRIGUES","PV"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ANA RITA TAVARES TEIXEIRA","PMB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PAULO RANGEL","PT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","GEAN PRATES","PTB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","DEUSDETE PIRES","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","JOÃO GUALBERTO","PSDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","DR. ALEXANDRE ANDRADE","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","DR. JOAO ARAGÃO","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","RIBEIRO","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","AYDA SANTOS","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","RONALD QUERINO","DC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","WALFSON BRITES","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PAULO REGIS","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","LÍDICE DA MATA","PSB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ROGÉRIO ANDRADE FILHO","PSD"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","J. CARLOS FILHO","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","IVO BORGES","PMN"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ÂNGELA PORTO","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","REINALDO","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","CRISTIANO RODRIGUES","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","VALMARIO","DC"
"Eleições Gerais Estaduais 2018","BA","VICE-GOVERNADOR","DRA. MÔNICA BAHIA","PSDB"
"Eleições Gerais Estaduais 2018","BA","GOVERNADOR","ORLANDO ANDRADE","PCO"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","LEO DE GARCIA","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ZACARIAS","MDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MARCIA GOMES","PSDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","VERA LÚCIA","PT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","IRMÃO AD GUARDA","PV"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","DEINHA","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","MÁRCIO JANDIR","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","BARRO O HOMEM DOS VIDEOS","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PROFESSOR NILO ROSA","REDE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","TIO EMILIO","DC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","QUELEM ROSA","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JURAILTON SANTOS","PRB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","EDNA SENA","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JONES CARVALHO","PT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","DRA MÔNICA MARTINELLI","PDT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","TEREZA BRITO","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","GERUSA SAMPAIO","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","IRMÃO NIEL","PPL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","GECIVAL RENE","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PAULO TEIXEIRA","REDE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","VALFRIDES SILVA","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","RONALDO CARLETTO","PP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","EDIGAR MÃO BRANCA","PV"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MARQUINHOS PTA","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","BERNARDA SANTOS","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","VITOR BONFIM","PR"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","WELTON MACÁRIO","REDE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","NÉLIA CARVALHO","PPL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","DR. DANIEL","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","JUCA NUNES NETO","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PASTOR GILBERTO","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JOSÉ GONZAGA","PSL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","DR FERNANDO CORRÊLO","PMN"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MOTA DO CARTUCHO","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","MARCOS VIEIRA","PROS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","LOURA","PV"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","LÉO ÁGUIA","PRTB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","RAIMUNDINHO DA JR","PDT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","GELVÂNIA DIAS","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","CAROL LOPES","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","CLAUDIO MARTINS","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JORGE CERQUEIRA","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PROF. MAX","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","HOLLYFIELD","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","BINHA SHALOM","PROS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ROMÉRIO DO BLOCO PICA-PAU","DC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","AILTON SANTOS","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","LENI GOMES","PPL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ICO DO SINDICATO","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","JOSE GUIRRA","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","UBIRATAN CALMON","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","CONSOLAÇÃO DE MARIA","DC"
"Eleições Gerais Estaduais 2018","BA","GOVERNADOR","JOÃO HENRIQUE DURVAL CARNEIRO","PRTB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ISAAC MELO","PR"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","SIMONE MENDES","PSD"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ANA PAULA","PDT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JORGE NASCIMENTO","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","PINHEIRO FICHA LIMPA","PPL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","FABRÍCIO","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","MARCELO MELO","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","AMÓS","MDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","AGEU COZINHEIRO","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","EZEQUIAS SILVANO","PRP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ANTONIO MATOS","MDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","JARDEL BARROS","NOVO"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","VALMIR ROCHA","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","SD. JOSAFÁ RAMOS","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","VAL","PP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","MARCOS LEMOS","REDE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PEDRO VAILANT","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","GILVÂNIA VIANA","PT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","LUIS INACIO","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ABRAAO JOVINIANO","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","TCHENY","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PABLO BARROZO","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MARTA HELENA","PSDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PROF. JOILSON","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","RITA CURVELO - CONTADORA","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ALADILCE","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","GRAÇA SANTANA","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","DR. ALEXANDRA GARRIDO","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ZÉ NETO","PT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","PEDRO AMORIM","PDT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PROFESSOR EPAMINONDAS","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ANDERSON POP","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","JÉSSICA PIRES","REDE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","SORAIA GUERRA","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","GEONIAS","PSB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","APOLO MIRANDA","REDE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","PASTOR RAIMUNDO NONATO","PTC"
"Eleições Gerais Estaduais 2018","BA","GOVERNADOR","RUI COSTA","PT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JOAO ISIDORIO","AVANTE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","MARUSE DANTAS","MDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ROBINHO","PP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MARQUINHO VIANA","PSB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PROF. RODRIGHY","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JOCEVAL PAULO","PTC"
"Eleições Gerais Estaduais 2018","BA","VICE-GOVERNADOR","JOÃO LEÃO","PP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","CORONEL UBIRACY","PPS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","BANDA ROXA","MDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","SILVANIA MATOS","PSB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","DEISE CONCEIÇÃO","PPL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","RITA MACHADO","MDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MARIA ALINE","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","RILZA GALLO","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MAURICIO TRINDADE","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","TIA ELAINE","PODE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ADNA LEAL","AVANTE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","SANDRA SANTOS","PDT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ROBSON CHAPOLIM","PRP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PATTY REIS","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PROFESSOR HIPOLITO","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","REVERENDO KENAIDY AMORIM","PSL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ANDRE O COBRADOR","PMN"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ROSELI SANTANA","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","PASTOR UBALDINO","PSD"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ALCIDÃO","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","MISSIONARIA ANDRÉA SILVA","PROS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","CLAUDIO CAJADO","PP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","IRMÃ NEUSA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","PAULO MAGALHÃES ","PSD"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","MARIA MENEZES","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ADMILSOM CARECA","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","CARINE PEIXOTO","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","1º SUPLENTE","TENÓRIO FILHO","PRTB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","TUM","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","EUDES OLIVEIRA","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","TIA CÁSSIA","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","VIVIANE PAIM","PRP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","CLAUDIA OLIVEIRA","PROS"
"Eleições Gerais Estaduais 2018","BA","VICE-GOVERNADOR","JEANE CRUZ","MDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MARIA ANGÉLICA","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","O PASTOR EUNAPIO","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","EDDY CITY","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","DEKA","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ENFERMEIRA FÁTIMA","PC do B"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","CARLOS NASCIMENTO","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MISSIONÁRIO AILTON SANTANA","DC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ELISANGELA","PT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JANAINA RIOS","PODE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ZÉ CARLOS DA CEBOLA","PR"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MARCOS PEREIRA","REDE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","DELEGADO VALDIR BARBOSA","PPS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ADRIANA NEVES","DC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","AZIZ RAMOS","DC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ADILSON SILVA","PSL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JOCILENE MACHADO","PSL"
"Eleições Gerais Estaduais 2018","BA","SENADOR","CELSINHO COTRIM","PRTB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ZÉ ANTONIO","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","CACÁ COLCHÕES","PP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ROBSON PETISCO","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","CEZAR LEITE","PSDB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","KENNO FERREIRA","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ERILDO MESTRE DE OBRAS","DC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","COSME ARAÚJO","PDT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JURANDY OLIVEIRA","PRP"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MAILTON MICHEL","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","GESSE","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","JOAO EDSON","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ANITA","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","DR. CARLOS GOMES","PTB"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","AFONSO FLORENCE","PT"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MARCOS ANTONIO","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","HIRÂNIA ROCHA","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","SIMONE OLIVEIRA","PSC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","THEOPHILO GONDIM","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","CIANO FILHO","PROS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","SAMUEL ANDRADE","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","CINTIA SANTANA","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MIRO VELOSO","REDE"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","NEIVA MARIA","DC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","MARIA CRISTINA DE CARVALHO","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","ALAN SANCHES","DEM"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","JAMILTON FERNANDES","PSOL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","VICTOR BORIS","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","CLECIA GUIMARAES","PSL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ELZIMAR COSTA","PTC"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","TAIS RIBEIRO","PSL"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO FEDERAL","ERIVELTON SANTANA","PATRIOTA"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","JUSTINO MELLO","PHS"
"Eleições Gerais Estaduais 2018","BA","DEPUTADO ESTADUAL","NILMARA PRADO","PHS"
"Eleições Gerais Estaduais 2018","BA","1º SUPLENTE","EREMITA MOTA","PSDB"
