"","eleicao_descricao","uf","candidato_cargo","nome_urna","partido_sigla"
"912","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","DR EMERSON VILANOVA","NOVO"
"913","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SONIA BORGES","PRTB"
"914","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","EDNA DANTAS","PT"
"915","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ADÃO TRINDADE","PV"
"916","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ELIAS DA ENFERMAGEM","PPL"
"917","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","TIO GERSON","PRP"
"918","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","LEONICE CLARO","PMB"
"919","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ANDREZZA CORDEIRO","PSL"
"920","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","THIAGO BAGATIN","PSOL"
"921","Eleições Gerais Estaduais 2018","PR","2º SUPLENTE","JOSE ADÃO MONTEIRO","PRTB"
"922","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PROFESSORA JOSI CRUZ","PT"
"923","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","JAQUELINE BRAVIN","PSC"
"924","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MESTRE SIDNEY","PRB"
"925","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ELENICE FREITAS DE JESUS","PRB"
"926","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PROFESSOR CELIO PINTO OLIVEIRA","PSL"
"927","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","GENINHO EUGENIO","PP"
"928","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ROSANGELA DE LIMA","PC do B"
"929","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SARGENTO FONTANA","PMN"
"930","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","NADIR MARIANO","PRB"
"931","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","ROSANGELA","PC do B"
"932","Eleições Gerais Estaduais 2018","PR","2º SUPLENTE","ALESSANDRA MANHÃES","PSOL"
"933","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","ROSSI","PMN"
"934","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","DELEGADO GASTÃO","PSL"
"935","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","RODRIGO AGUIAR","PPL"
"936","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ETEVALDO TRINDADE","PROS"
"937","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PROFESSOR FERNANDO","PSOL"
"938","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","MACHADO","PV"
"939","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","JESUEL LIMA","PV"
"940","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","TAKAYAMA","PSC"
"941","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PROFESSORA JOSETE","PT"
"942","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ZE APARECIDO","MDB"
"943","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PATRICIA OLIVEIRA","PTC"
"944","Eleições Gerais Estaduais 2018","PR","1º SUPLENTE","XIXO","PT"
"945","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","ROSE DOS ANIMAIS","PSL"
"946","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ADEMIR MELIM","PROS"
"947","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","IVAN ROSSONI","PSL"
"948","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","MOISES GUERGOLET","PV"
"949","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MAURICIO GEHLEN","PV"
"950","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","GEAN BUSS","PPS"
"951","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","DR ZECA","PPS"
"952","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PROF. EVALDO BERTOLDI","PSOL"
"953","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ANGELA","AVANTE"
"954","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","MAURO MATTIA","PRTB"
"955","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MILICO","PROS"
"956","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MEXICANO","PSB"
"957","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","BRUNA DA MOVE","PPL"
"958","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","LESLIE CAMARGO","PRB"
"959","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SABINO PICOLO","DEM"
"960","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MARCIO PEIXOTO","PSOL"
"961","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","POLICHUK","PV"
"962","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","WESLEY TAMAGI","PRB"
"963","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MARLENE SOARES","PODE"
"964","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PROFESSOR BIRA","PC do B"
"965","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PASTOR SIKORA","PRTB"
"966","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SERGIO DO CRISTMA","PV"
"967","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","LUIZ NISHIMORI","PR"
"968","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ANA LÚCIA","PV"
"969","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","JULIÃO BEIRA","PMN"
"970","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ANGELA GOUVEIA","MDB"
"971","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","JOEL CORDEIRO","PODE"
"972","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","TIAGO MARTINES","NOVO"
"973","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PROFESSOR MATSUDA","PPL"
"974","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","CEZAR LIMA DO BIG BROTHER","PV"
"975","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PEDRO SCHERER","PRTB"
"976","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","ROSE PRESTES","PRTB"
"977","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","GILBERTO JOSE","PODE"
"978","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","DIVA","PODE"
"979","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","THIAGO NUNES","PATRIOTA"
"980","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","FRANCIELLE GOES","PPL"
"981","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","ALFREDO KAEFER","PP"
"982","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","EDUARDO FUJIKAWA","PT"
"983","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","DÉBORA BRASIL","DC"
"984","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","LUIZ HAULY FILHO","PSDB"
"985","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","GIACOBO","PR"
"986","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SANTANDER","PTC"
"987","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ANA MARIA DE CARVALHO","PSOL"
"988","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PROFESSOR CABO TOMAS","PV"
"989","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SIDNEY DA KAIROS","PSB"
"990","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","NINA SINGER","DEM"
"991","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ANGELA DONHA","PPS"
"992","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","LEO DA SAUDE","PROS"
"993","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","CESAR ROZEK","PMN"
"994","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ADAUTO IBAITI","PMN"
"995","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","VINÍCIUS PRADO","PSOL"
"996","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","FERNANDA BONATO","PRP"
"997","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","VAGNO ORIAS","PROS"
"998","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","ELIANE ZERMIANI","PSDB"
"999","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ROSANA ELIAS","PODE"
"1000","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","DANIELLE MARTINS","PRB"
"1001","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","MISAEL NEMECEK","PSL"
"1002","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","GISLAINE INDEJEJCZAK","PSOL"
"1003","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PROFESSORA ANGELLA","PSB"
"1004","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","ROSANE NUNES","MDB"
"1005","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","RODRIGO FERNANDO KOWASKI","PRTB"
"1006","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","MARCOS FABIO FERNANDES","PV"
"1007","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","CHRISTIANE YARED","PR"
"1008","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","KASSEM OKDI","PRTB"
"1009","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","NICE MARIA","PSC"
"1010","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PASTOR ALESSIO VIOLATO","PSL"
"1011","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","GABRIEL MONTEIRO","PRP"
"1012","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PASSARINHO","PSL"
"1013","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","BRAVIM","PP"
"1014","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","TIAGO FURLANETTO","REDE"
"1015","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","LUCAS SANTOS","DC"
"1016","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","CELIS REGINA COSTA SCHNEIDER","PDT"
"1017","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","ANGELA MARIA","PT"
"1018","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","CRIMÉRIA","PRTB"
"1019","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PATRICIA ROCHA CARNEIRO","PRTB"
"1020","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","JM","PTB"
"1021","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","REQUIÃO FILHO","MDB"
"1022","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","URSO","PSOL"
"1023","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","EDUARDO PASQUINI","PSD"
"1024","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ZAMPIER","PR"
"1025","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","LEONARDO MARTINS","PSOL"
"1026","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","MARIA ALINE GONÇALVES","PSOL"
"1027","Eleições Gerais Estaduais 2018","PR","2º SUPLENTE","ROSI CONRADI","PATRIOTA"
"1028","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","LUCIANE RIBAS","PCO"
"1029","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","KELLY COSTA","PV"
"1030","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","DOUTOR BACCIN","PV"
"1031","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","CAROL MARINHO","REDE"
"1032","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ANA MIRA","PSOL"
"1033","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PROFESSORA EDNA","PMB"
"1034","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","VEREADOR EDU","PSDB"
"1035","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","EDNEL DA HIGIENÓPOLIS","PSD"
"1036","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","CARLOS DESTEFANO","PV"
"1037","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SARGENTO KAISER","PPS"
"1038","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PALOMA BAUER","PTC"
"1039","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ARILSON MAROLDI CHIORATO","PT"
"1040","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","MARIO NAZARE","PPL"
"1041","Eleições Gerais Estaduais 2018","PR","1º SUPLENTE","LUZIA NORILER","DC"
"1042","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","CABO ROSELI","PPL"
"1043","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","BIBIANA ORSI","PPL"
"1044","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","RAFAEL DANTAS","PSB"
"1045","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","SARGENTO MORAES","PSL"
"1046","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","JANE","PSB"
"1047","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","JACKSON CABANAS","PODE"
"1048","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ANDRÉ FREITAS","PRTB"
"1049","Eleições Gerais Estaduais 2018","PR","VICE-GOVERNADOR","JULIANO MURBACH","PPL"
"1050","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MARCELLO RICHA","PSDB"
"1051","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","DR CID FERREIRA","PV"
"1052","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MAURO MORAES","PSD"
"1053","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PROFESSORA ADRIANA","PROS"
"1054","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","RAPHAEL SAMPAIO","MDB"
"1055","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PROFESSOR JUCIEL","MDB"
"1056","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","GUGU BUENO","PR"
"1057","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","LEANDRO BRAVIN","PV"
"1058","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PROFESSOR GALDINO","PSL"
"1059","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","MARCO ANTONIO DA RADIO","MDB"
"1060","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","RITA TANARA DA SILVA","PSC"
"1061","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","VANDERLEI KIBIFE","PRTB"
"1062","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ARTAGÃO JUNIOR","PSB"
"1063","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MARIA VICTORIA","PP"
"1064","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","JOSÉ EDILSON BORGES","PROS"
"1065","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","JORGE FREITAS","PPS"
"1066","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PROFESSOR BRUNO ","REDE"
"1067","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ALZYRA","PHS"
"1068","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PROFESSORA MAGDA MORAIS","PSD"
"1069","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","SARGENTO FAHUR","PSD"
"1070","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","LOURIVAL GUIMARÃES","PRB"
"1071","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ILDA FURACAO","DC"
"1072","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ANDRE LUZ","PHS"
"1073","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SANSÃO MARIANO","AVANTE"
"1074","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","CLAUDINEI SIDRIN","PRTB"
"1075","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","POLICIAL CARNEIRO","PSC"
"1076","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","JOELMA LIRA","PV"
"1077","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","LUISA CANZIANI","PTB"
"1078","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","IAN SARAIVA","NOVO"
"1079","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","CLAUDÉTE OLÍVEIRA","PPS"
"1080","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","RENATA BORGES","PSB"
"1081","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","RAPHAELA CARVALHO ","PPL"
"1082","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PASTOR JOÃO DOS ANJOS","PRTB"
"1083","Eleições Gerais Estaduais 2018","PR","VICE-GOVERNADOR","ELICEU PALMONARI","PRTB"
"1084","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","AMENDOIM","PRTB"
"1085","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","DIEGO GARCIA","PODE"
"1086","Eleições Gerais Estaduais 2018","PR","1º SUPLENTE","JOSÉ CARLOS TELLES","PCO"
"1087","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ALCIDES DA ACOMAC","PV"
"1088","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PAULO VITOR","PRTB"
"1089","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","EDUARDO BARANCELLI","PODE"
"1090","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","OSMAR MATTOS","PC do B"
"1091","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ARTIDOR SOARES","PROS"
"1092","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","SALETE SCHWERTZ","PT"
"1093","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","AGNALDO","AVANTE"
"1094","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","CORONEL LEE","PSL"
"1095","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ROSE PROTETORA DOS ANIMAIS","PMB"
"1096","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","CÉLIA REGINA","PT"
"1097","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","ABEL ALVES","PT"
"1098","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","FABIO AMORIM","PT"
"1099","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","LUCIANE CROZAKE","PSL"
"1100","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","IRINEU RODRIGUES","PRB"
"1101","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SARGENTO OLIVEIRA","PRP"
"1102","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","CIDE","PTB"
"1103","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","JOEL SANTOS MARTINS","PTC"
"1104","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","BIBERSSON CESAR-CIDADÃO FISCAL","PPL"
"1105","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","ANTONIO MARCOS MACHADO","PRTB"
"1106","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MARIA REGINA CANONICO","PODE"
"1107","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","CRIS","PRP"
"1108","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","VETERINÁRIO FERNANDO IBANEZ","PHS"
"1109","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","IZA ZILLI","PODE"
"1110","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","WLADEMIR GARBUGGIO","PV"
"1111","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","LUIZ MARIELLE HERLLAIN","PT"
"1112","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MARISA GAZZOLA","PSL"
"1113","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PROF. OSNI JUNIOR","PPL"
"1114","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","CASSIANO CARON","PSL"
"1115","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","BOCA ABERTA JUNIOR","PRTB"
"1116","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","WALDIR LEITE","PSC"
"1117","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MISTER BIM","PRTB"
"1118","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ANA VALE","PROS"
"1119","Eleições Gerais Estaduais 2018","PR","1º SUPLENTE","LEONARDO DE MATTOS LEÃO","PTB"
"1120","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","AMARILDO SILVA","PRP"
"1121","Eleições Gerais Estaduais 2018","PR","SENADOR","JACQUE PARMIGIANI","PSOL"
"1122","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","FELIPE PASSOS","PSDB"
"1123","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ADRIANO AZEVEDO","PROS"
"1124","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","GABRIEL BONAYM","PPL"
"1125","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","LUCIA AMARAL","PV"
"1126","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","GIANA DE MARCO","PSOL"
"1127","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ROSANA CRISTINA ANASTACIO","PRTB"
"1128","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PERPETUA SOCORRO DA CRUZ SOUZA","PSC"
"1129","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","YARA DAMICO","MDB"
"1130","Eleições Gerais Estaduais 2018","PR","1º SUPLENTE","AUGUSTO LIMA","PSOL"
"1131","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","NEURO DO VITALIDADE","DC"
"1132","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","AGUINALDO DO POSTO","REDE"
"1133","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","JENIFER","PV"
"1134","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MARQUINHO LIMA","PRTB"
"1135","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ADRIANA AGUILERA","PP"
"1136","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","WALDEWMAR DO AMARAL COSTA","PATRIOTA"
"1137","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","VIRGINIA ESTEVES","PV"
"1138","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PÓ ROYAL","PSC"
"1139","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ROMANELLI","PSB"
"1140","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PASTOR SILVIO TOSHIO","PRTB"
"1141","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ITAMAR CAMARGO","PSL"
"1142","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","DOUGLAS REZENDE","PSOL"
"1143","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SALETE","PMN"
"1144","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MARCOS VIEIRA","PDT"
"1145","Eleições Gerais Estaduais 2018","PR","2º SUPLENTE","PLINIO DESTRO","PSC"
"1146","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PROFESSOR MARCIO DE COLOMBO","PT"
"1147","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PASTOR GALDINO BRITO","REDE"
"1148","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","MARCELO RODRIGUES","PP"
"1149","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","PROF. LUCIANO PALAGANO","PSOL"
"1150","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SIGLEY NARCIZO","PMB"
"1151","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SILVANA CANDIDO","PP"
"1152","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","VILMAR CONRADO","DC"
"1153","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","SHEILA NOVAIS","PRTB"
"1154","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","PROFESSOR ABELINO","PSB"
"1155","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","LUCIANA RAFAGNIN","PT"
"1156","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","BETI CALÇAVARA","PDT"
"1157","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","ADELINO RIBEIRO","PRP"
"1158","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","CHICO SANTOS","PV"
"1159","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","JOSE MARIA FERREIRA","PSD"
"1160","Eleições Gerais Estaduais 2018","PR","DEPUTADO FEDERAL","JUAREZ GRABAS","PV"
"1161","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","DANIEL ISFER","PPS"
"1162","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","RENALDO RODRIGUES","PRB"
"1163","Eleições Gerais Estaduais 2018","PR","DEPUTADO ESTADUAL","GABRIEL PASA","PMN"
