"","eleicao_descricao","uf","candidato_cargo","nome_urna","partido_sigla"
"252","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","KEKO MONTE","PP"
"253","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PEREIRA SILVA","PSD"
"254","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ARLEYSSA SOUZA","PTB"
"255","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ABDIAS","PSL"
"256","Eleições Gerais Estaduais 2018","AC","1º SUPLENTE","LUIZ HASSEM","PATRIOTA"
"257","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ISMAEL MUNIZ","PRP"
"258","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","SUELY MOTTA","PSB"
"259","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JESUS FERREIRA","PODE"
"260","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JUZA BISPO","PHS"
"261","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","EDER VIANA","PDT"
"262","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PR. MOISÉS","PPS"
"263","Eleições Gerais Estaduais 2018","AC","SENADOR","NEY AMORIM","PT"
"264","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","SUZANE MENEZES","PDT"
"265","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DENISE DIAS PRETINHA","PDT"
"266","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","RAY ASSIS","DC"
"267","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LURDINHA CANTORA","PODE"
"268","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","PR. MARIA JOSÉ","PODE"
"269","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TALIA FERRAZ","PHS"
"270","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","RODÃO","PSC"
"271","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","EZEQUIEL","PSB"
"272","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PASTOR ELISEU MOREIRA","PP"
"273","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","FELIPE MENDES","PSDB"
"274","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ALEXANDRE DA FARMACIA","PSL"
"275","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","PROFESSORA MARIA PEREGRINA","AVANTE"
"276","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ZÉ ROBERTO COOPSERGE","PHS"
"277","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","BRUNA HOLANDA","PP"
"278","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","JAMYL ASFURY","PSC"
"279","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TEREZINHA MOREIRA","PP"
"280","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LORA DO COMERCIO","PHS"
"281","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ARAÚJO","PSL"
"282","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LEANDRO SILVA","PRTB"
"283","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LORA DA BAIXADA","PDT"
"284","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ISA SANTOS - KOTY","PSOL"
"285","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ROSESOL","PSOL"
"286","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JORGE DE OLIVEIRA","PROS"
"287","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CARLA BRITTO","PSB"
"288","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TCHÊ","PDT"
"289","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","DJÊ CAVALCANTE","PDT"
"290","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","BERENICE","PSL"
"291","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ELIANE SINHASIQUE","MDB"
"292","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TAMPINHA BITTAR","SOLIDARIEDADE"
"293","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","FRANCISCO RIBEIRO ","DC"
"294","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TEMYLLIS SILVA","PT"
"295","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","RUITINHO DO BALNEARIO","DC"
"296","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PR. WANDERLEY NUNES","PRB"
"297","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DAITON MANGABEIRA","PRP"
"298","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LUCILENE VALE","PRP"
"299","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ANDRE DA DROGA VALE","PRB"
"300","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","RAIMUNDO ARAUJO","PSOL"
"301","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","NIZOMAR","MDB"
"302","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PROFESSORA MARIAZINHA","PHS"
"303","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","RADIALISTA NONATO GOMES","PHS"
"304","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","MEIRE SERAFIM","MDB"
"305","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ALDEMIR LOPES","PT"
"306","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DÔRA","PSB"
"307","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LÚBIA ARAÚJO","PSB"
"308","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","TEN. CORONEL EMILIO","PMN"
"309","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","JESUS SÉRGIO","PDT"
"310","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PASTOR WAGNER FELIPE","PR"
"311","Eleições Gerais Estaduais 2018","AC","VICE-GOVERNADOR","MAJOR ROCHA","PSDB"
"312","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ANTONIA DO LANCHE","PSDB"
"313","Eleições Gerais Estaduais 2018","AC","1º SUPLENTE","JOÃO ALBUQUERQUE","PSB"
"314","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","MÁRCIA RUFINO","PSB"
"315","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","MARIA DO SOCORRO  SILVA","PRTB"
"316","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","ITAMARA SOUZA","PV"
"317","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","GLESSY LENE","DEM"
"318","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PROF. NILDSON IBERNON","PT"
"319","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","GEILSON UCHOA","REDE"
"320","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ZE CARLOS","PMB"
"321","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ROSILDO CASSIANO","PSD"
"322","Eleições Gerais Estaduais 2018","AC","GOVERNADOR","GLADSON CAMELI","PP"
"323","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PAULINO CARUTA","PSB"
"324","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","RUBENS MARTINS","DEM"
"325","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","DARLA","PT"
"326","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DANIELZINHO DA SAÚDE","PSB"
"327","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ZEZINHO PACHECO","PSDB"
"328","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DELEGADO WALTER PRADO","SOLIDARIEDADE"
"329","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","GENILSON TRUTA","PRB"
"330","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","NELSON DA VITORIA","DEM"
"331","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","RAILSON CORREIA","PODE"
"332","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","PEDRO DO DAYANE","PDT"
"333","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ZÉ DO BOI","PSB"
"334","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ANDRÉ HASSEM","SOLIDARIEDADE"
"335","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ANDRÉA PÚPIO","PTB"
"336","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","CHARLENE LIMA","PTB"
"337","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CORONEL MOURA","PV"
"338","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","SÍLVIA MONTEIRO","PMB"
"339","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ALAN MORAIS","PTB"
"340","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ENFERMEIRA RIZANE","PSDB"
"341","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TELES","PPS"
"342","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","NICACIO DIREITOS HUMANOS ","PDT"
"343","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PROTETORA  MAURA AKINO","PV"
"344","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PASTOR ORLEILSON","DC"
"345","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","RENILDA ROCHA","SOLIDARIEDADE"
"346","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","EDEMILSON SOUZA","PMN"
"347","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","REDA","PSL"
"348","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ENOQUE PEREIRA","PTB"
"349","Eleições Gerais Estaduais 2018","AC","2º SUPLENTE","MACAPÁ","MDB"
"350","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","AUDER QUASE TUDO","PSDB"
"351","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PADEIRO","PDT"
"352","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LIZ SANDRA","PP"
"353","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TAMIRES SERAFIM","PMN"
"354","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","BOMBEIRO RIBEIRO","PSL"
"355","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","LENO","AVANTE"
"356","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JONAS COSTA","PHS"
"357","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CHICO SOMBRA","PSB"
"358","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","GLEICE SANTOS","PMB"
"359","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ROBERTO DUARTE","MDB"
"360","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DENNYS","PSOL"
"361","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PATRICIA SILVA","MDB"
"362","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","EDEMILDES PAULINO","PRP"
"363","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","CÉSAR MESSIAS","PSB"
"364","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","NEM","MDB"
"365","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","INSPETOR CEZAR HENRIQUE","MDB"
"366","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LEUDO POOL","PTB"
"367","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","JUNIOR SANTIAGO","PTC"
"368","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PROF. ROSANGELA","PT"
"369","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ANTONIO CARLOS PATO","SOLIDARIEDADE"
"370","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JUAREZ PEDROSA","PODE"
"371","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","JÉSSICA SALES","MDB"
"372","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","EDI CELULAR","DC"
"373","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TARLEN JUNIO","PSL"
"374","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LORA VENDEDORA","PTB"
"375","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","MARIAZINHA VENÂNCIO","PSB"
"376","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","BETO FIGUEIREDO","PSDB"
"377","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","SANDRA FERREIRA","PDT"
"378","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","PAULO SORIANO","PDT"
"379","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CARLOS FERNANDES","PSDB"
"380","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","NILTON CEZAR DA FINANCEIRA","PRTB"
"381","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DANILO DINIZ","PRTB"
"382","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PEVIANI","PTB"
"383","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ROSI SOUZA","PSDB"
"384","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JOSIMAR TAVARES","PTB"
"385","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PAULINHO ALMEIDA","PRP"
"386","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PAULO HENRIQUE MACIEL ","PDT"
"387","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DANIEL ZEN","PT"
"388","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","BUIU","PRP"
"389","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","MARIO KAXINAWA ","DC"
"390","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","COSME LEITE","PRP"
"391","Eleições Gerais Estaduais 2018","AC","2º SUPLENTE","MAX DA SILVA TEODORO","REDE"
"392","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TOINHA VIEIRA","PSDB"
"393","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","JEFFERSON BARROSO ","PHS"
"394","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DR. MARCELO PIMENTA","PRP"
"395","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","HUENDSON MELO","PROS"
"396","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PROFESSOR MARCO AURÉLIO","PSB"
"397","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","NONATO COSTA","PSB"
"398","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TIÃO BRAGA","SOLIDARIEDADE"
"399","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","TATY","AVANTE"
"400","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","SAMYRON DOS COBRAS DANCE","PSOL"
"401","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","HENRIQUE AFONSO","PV"
"402","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PROF.. ALEDIAS","PSC"
"403","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","MÊRLA","PSOL"
"404","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PROF CLEICE FREITAS","PSD"
"405","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JOÃO KENNEDY","PSB"
"406","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","ANTÔNIA LÚCIA","PR"
"407","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ALONSO ANDRADE","PV"
"408","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DR. FABIO SOLER","PSDB"
"409","Eleições Gerais Estaduais 2018","AC","1º SUPLENTE","JOICE NOBRE","REDE"
"410","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","JOSÉ ADRIANO","PDT"
"411","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LUZIVALDO FOTOGRAFO","DEM"
"412","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DJA  RODRIGUES","PTC"
"413","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","GILBERTO DINIZ","PSL"
"414","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","SONIA ","DEM"
"415","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PROF. FELIPE","DEM"
"416","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","CORONEL EUDEMIR","MDB"
"417","Eleições Gerais Estaduais 2018","AC","VICE-GOVERNADOR","RÉSSINI JARUDE","PSL"
"418","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DR. MAURICIO HOHENBERGER","PSL"
"419","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","BARBOSA","PSL"
"420","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","MARIA ANTONIA","PROS"
"421","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LUANA OLIVEIRA","DC"
"422","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","ANGELIM","PT"
"423","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","VITORIA RIBEIRO","PTB"
"424","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JEFRSON MENDONÇA","PTB"
"425","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LEANDRO BEZERRA","DEM"
"426","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ALCINDO NASCIMENTO","PSC"
"427","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PROFESSOR SIDNEY","PRB"
"428","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","GEMIL JUNIOR","PDT"
"429","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CÉLIO NOGUEIRA","PATRIOTA"
"430","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","GIZELDA SILVEIRA","PP"
"431","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CHICO BASIL","DC"
"432","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JOSA DA FARMACIA","PODE"
"433","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DHUNA SILVA","DC"
"434","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LOY REGO","PRP"
"435","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ASSIS FURTADO","PPS"
"436","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","FELIPE MESSIAS ","DC"
"437","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","EURICO CORDEIRO ","PDT"
"438","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","RICARDO GOMES","PSL"
"439","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ISNANDA FERNANDES ","PC do B"
"440","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","CHICO DOIDO DA SAÚDE","PDT"
"441","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ALBERTO FERNANDES ","PT"
"442","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","FERNANDO MELO","PROS"
"443","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","MANOEL DA BAIXADA","PSD"
"444","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JUNIOR MOREIRA","PDT"
"445","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DR. RIBAMAR","PP"
"446","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","FRAN ARAÚJO","PDT"
"447","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","PEREIRA BOMBOM","AVANTE"
"448","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JÚLIO PAIVA (CESINHA)","SOLIDARIEDADE"
"449","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LEILA GALVÃO","PT"
"450","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","CRISTOVAM MOURA","PDT"
"451","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","KEKEL TODDYNHO","PSD"
"452","Eleições Gerais Estaduais 2018","AC","2º SUPLENTE","JOVINIANA ALVES","PROS"
"453","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","VICTOR MESQUITA","DC"
"454","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","SARGENTO RAIANE","PSL"
"455","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","PROFESSOR CEZAR HILDO","AVANTE"
"456","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","MARCELA COSTA","PROS"
"457","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","MANOEL MIRANDA","PP"
"458","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","LEO DE BRITO","PT"
"459","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","FRANCISCA MARQUES","PRB"
"460","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","HEITOR JUNIOR","PODE"
"461","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LUSTOSA","PTB"
"462","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","CHICARLOS","PRP"
"463","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","BEREBA","PODE"
"464","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","MARIVALDO DA VÁRZEA","PP"
"465","Eleições Gerais Estaduais 2018","AC","GOVERNADOR","JANAINA FURTADO","REDE"
"466","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CARLOS VALE","PTB"
"467","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LIRA DE BRASILÉIA","PP"
"468","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ARNALDO SILVA","PP"
"469","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CEARA DA CARNE DE SOL","DC"
"470","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DAYANE SANTOS","PRB"
"471","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JOÃO ARRUDA ARAGÃO","PDT"
"472","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CARLOS ALBERTO","PRTB"
"473","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","NILZA SILVA","SOLIDARIEDADE"
"474","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TONY FERREIRA - CANTOR","PDT"
"475","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","AURÉLIO DA FARMÁCIA","PDT"
"476","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CÉLIO GADELHA","PSDB"
"477","Eleições Gerais Estaduais 2018","AC","2º SUPLENTE","EUDES LIMA","REDE"
"478","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ADIR GAUCHO","PSL"
"479","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ANDRE CANNOLLY","DC"
"480","Eleições Gerais Estaduais 2018","AC","VICE-GOVERNADOR","JULIO CESAR","REDE"
"481","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","FRANCINEUDO COSTA","PSDB"
"482","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","APARECIDA CIDINHA","PSDB"
"483","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","MISSIONARIA ROSA SANTOS","PTC"
"484","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","DENISE ROCHA","PRB"
"485","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","PAULINHA","AVANTE"
"486","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","TELMA CHAVES","PDT"
"487","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JAIME LEITE","PODE"
"488","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","KILSON RIBEIRO","PHS"
"489","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","EMERSON AMORIM","PSDB"
"490","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","BACURAL","PDT"
"491","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CACHORRÃO","PTB"
"492","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ROGERIO SANTOS","PRTB"
"493","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","FRANCISCO PIYÃKO","PSOL"
"494","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","ALAN RICK","DEM"
"495","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PROFESSOR ENOQUE FRANÇA","PRTB"
"496","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","CARLOS LEANDRO","PSL"
"497","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","ROGER SANTOS ","PRTB"
"498","Eleições Gerais Estaduais 2018","AC","DEPUTADO FEDERAL","CHARQUEIRO DO ACRE","PSOL"
"499","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LUIZ GONZAGA","PSDB"
"500","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","PROF. CARLOS ALBERTO","PSDB"
"501","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LOURIVAL MARQUES","PT"
"502","Eleições Gerais Estaduais 2018","AC","2º SUPLENTE","MARIA ALICE","MDB"
"503","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","JOÃO DA ONÇA","DC"
"504","Eleições Gerais Estaduais 2018","AC","DEPUTADO ESTADUAL","LUCIENE COSTA","PSDB"
"505","Eleições Gerais Estaduais 2018","AC","GOVERNADOR","DAVID HALL","AVANTE"
