"","screen_name","metricas","count"
"4009","BeyonceBiscate","rts",0
"4010","xleostans","rts",30
"4011","Tovi_do_reggae","rts",0
"4012","laecio_rabelo","rts",0
"4013","HalimanRH","rts",0
"4014","lrntlntngms","rts",0
"4015","emanuella_t","rts",0
"4016","donaflorinda00","rts",0
"4017","soueugeraldina","rts",1
"4018","sugaricke","rts",0
"4019","ledooliveira","rts",0
"4020","anacrisrb","rts",0
"4021","CorteziaSilva","rts",0
"4022","camomilaxp","rts",15
"4023","nessamaroto","rts",1
"4024","bruno_vieiravp","rts",1
"4025","ClauGomes18","rts",0
"4026","henrique20k1","rts",0
"4027","gusnitta","rts",0
"4028","lusennamanhaes","rts",0
"4029","SarahLBLima","rts",0
"4030","wtslover_","rts",0
"4031","florisalia","rts",0
"4032","DaviSchardosin","rts",0
"4033","brazclaudiaa","rts",3
"4034","PD_Entreter","rts",0
"4035","villarmaria96","rts",2
"4036","ligadoemserie","rts",15
"4037","MBobservadora","rts",0
"4038","shxmrless","rts",0
"4039","Chernobils2","rts",0
"4040","roseaguia","rts",0
"4041","leesungray","rts",0
"4042","fersenda","rts",0
"4043","CidaFidelis","rts",0
"4044","Hugorocks","rts",0
"4045","steecorreaa","rts",0
"4046","onlylaur","rts",0
"4047","marcaribenho","rts",0
"4048","Kahmi101","rts",0
"4049","licamariaah","rts",3
"4050","tuitabaa","rts",2
"4051","Ane_Saturnn","rts",0
"4052","LuDaDepressao","rts",22
"4053","LilaVarassin","rts",0
"4054","Vitfanc","rts",0
"4055","r0bras","rts",1
"4056","phcoutinh","rts",2
"4057","dede_bv","rts",0
"4058","vcxlors","rts",0
"4059","globoplay_bbb","rts",0
"4060","kyttymey","rts",0
"4061","FESTASABC","rts",0
"4062","btswires","rts",0
"4063","LucasPCO80","rts",0
"4064","liaglmm","rts",0
"4065","viclopess95","rts",10
"4066","ioioshipper","rts",0
"4067","hiipotetiica","rts",61
"4068","cacacomentss","rts",6
"4069","TatiMiranda_","rts",0
"4070","natypinhabel","rts",0
"4071","daydaisun","rts",0
"4072","arisuspensa","rts",7
"4073","Barbaralins36","rts",0
"4074","f0gonoparquinho","rts",0
"4075","wtf_milaa","rts",9
"4076","itaerosie","rts",0
"4077","gabiXIII","rts",0
"4078","Memeirooo1","rts",13
"4079","yeonlovrr","rts",0
"4080","ruiardrosario","rts",1
"4081","karllaTodynhO","rts",21
"4082","tvon_tvon","rts",0
"4083","Maite_Machado","rts",1
"4084","brunoconstan","rts",1
"4085","julianafariaas_","rts",2
"4086","drogonromanoff","rts",0
"4087","Andressa_karen1","rts",4
"4088","hermanomaay","rts",0
"4089","jessykaluane","rts",3
"4090","Beylouvre","rts",0
"4091","elaimprevisivel","rts",0
"4092","WhoIsCristal","rts",0
"4093","luddxchambers","rts",0
"4094","___lucila___","rts",0
"4095","ForaBirolirow","rts",41
"4096","GraziSaragossah","rts",0
"4097","Gaga_Queen68","rts",0
"4098","wforlimantha","rts",0
"4099","lolaferreira","rts",6
"4100","Janderson_ns29","rts",0
"4101","Wendellveigaa","rts",0
"4102","joaohavv","rts",0
"4103","NegaRaquelzinha","rts",0
"4104","fran_nicoly","rts",0
"4105","patrochilleslov","rts",0
"4106","foryoubm_","rts",0
"4107","leticiaumaporra","rts",0
"4108","joao_ito","rts",1
"4109","PriBueno_","rts",0
"4110","SovejoVerdades1","rts",4
"4111","pfvjum","rts",3
"4112","falazebra","rts",0
"4113","descanceladora","rts",0
"4114","bbbcomentax","rts",2
"4115","mylyxtuita","rts",1
"4116","lilalilboo","rts",1
"4117","fckjiminboy","rts",0
"4118","ritoka","rts",1
"4119","naclarase","rts",2
"4120","CTudoooo","rts",5
"4121","CallMeLeonan","rts",14
"4122","_zjhonn","rts",0
"4123","carla_gfaria","rts",0
"4124","keidymatias","rts",0
"4125","comenta_fe","rts",1
"4126","baxtiao","rts",7
"4127","MiroNeres","rts",0
"4128","avloles","rts",0
"4129","gessikav","rts",0
"4130","himawarinobbb","rts",35
"4131","CarolinaSenna17","rts",0
"4132","calliesupremacy","rts",0
"4133","ROSIEP0EM","rts",0
"4134","thelittlenah","rts",0
"4135","feelslalisa","rts",0
"4136","ronybarros","rts",0
"4137","victorac","rts",3
"4138","beldsz","rts",0
"4139","gipsyofthestars","rts",0
"4140","j_janaaina","rts",0
"4141","allforcams","rts",0
"4142","NandaGama12","rts",1
"4143","CarlindaTeixei2","rts",0
"4144","dojeitodelah","rts",0
"4145","Vivian_morena20","rts",0
"4146","Magickkosmos7","rts",8
"4147","DriMJ2918","rts",1
"4148","Jucieli_Martins","rts",5
"4149","mixerbayern","rts",0
"4150","_kj_stew","rts",0
"4151","kenias","rts",0
"4152","Lubrs2","rts",0
"4153","sanatoriogeral_","rts",0
"4154","forabozonarooo","rts",0
"4155","belindapop2019","rts",0
"4156","xdougui","rts",0
"4157","matheusbss","rts",0
"4158","corinthiana","rts",5
"4159","MillaFe41643508","rts",0
"4160","gabicecon","rts",0
"4161","thathabbarcelos","rts",0
"4162","ComandoRealitys","rts",1
"4163","rodtuitta","rts",0
"4164","prilarads","rts",0
"4165","otacilio_nt","rts",1
"4166","bekildes","rts",0
"4167","strangerinearth","rts",3
"4168","adeliatuita","rts",0
"4169","andregazzareal","rts",0
"4170","rudeth90s","rts",0
"4171","ludwatanabe","rts",0
"4172","angelaalmeiida_","rts",0
"4173","falalolax","rts",3
"4174","Sah__Sah","rts",0
"4175","sandastarkq","rts",0
"4176","fariatorrez","rts",1
"4177","buzzlln","rts",0
"4178","castroievski","rts",0
"4179","Guri_do_rock","rts",0
"4180","munshnr","rts",0
"4181","LeticiaLemes23","rts",1
"4182","lopaugomes","rts",0
"4183","erikkkjkkk","rts",0
"4184","juniellevieira","rts",0
"4185","RealityShowMP","rts",0
"4186","_MeuG2_","rts",0
"4187","webxiaojun","rts",0
"4188","rubensramalhol","rts",0
"4189","euirritocara","rts",1
"4190","minhehetsun","rts",2
"4191","lizcomentts","rts",1
"4192","julianaczs","rts",1
"4193","Bb202009988670","rts",0
"4194","RLemireF","rts",0
"4195","ellenwig_","rts",0
"4196","LampCabello","rts",74
"4197","equeiroz93","rts",0
"4198","elainemelo74","rts",0
"4199","horadafofocatv","rts",0
"4200","greedyforHP","rts",0
"4201","TeamsReality","rts",1
"4202","bebedourofut","rts",0
"4203","Ccamilladelucas","rts",1
"4204","lookjon1","rts",0
"4205","AmyDCammy","rts",0
"4206","ysa_bastos","rts",0
"4207","polincrf","rts",0
"4208","leandrabatalha","rts",0
"4209","_feerribeiro","rts",0
"4210","samelove2301","rts",0
"4211","arfdns","rts",0
"4212","aylayohana","rts",0
"4213","juliettereact","rts",0
"4214","GenidosSantosM1","rts",0
"4215","jhonalves24_","rts",0
"4216","Marcieleee","rts",0
"4217","veraluciacost16","rts",0
"4218","_giovannagd","rts",0
"4219","Yaha30287988","rts",1
"4220","_lufilip3","rts",0
"4221","mahfsantos","rts",2
"4222","AAcompanhando","rts",0
"4223","inahmartinshot1","rts",0
"4224","CadolffoPortal","rts",49
"4225","katydemi19","rts",0
"4226","Jonkelevra1","rts",1
"4227","MUITA_BAD","rts",0
"4228","tamboretedforro","rts",3
"4229","cactudx","rts",0
"4230","KKbbb21","rts",0
"4231","clysncec","rts",0
"4232","tallestn","rts",0
"4233","pereirajuan__","rts",0
"4234","saulo_degrande","rts",0
"4235","jetztzeit_","rts",0
"4236","rhannalvess","rts",1
"4237","Luan34513559","rts",1
"4238","noisnumdeucerto","rts",4
"4239","negacv","rts",0
"4240","KxLuthor","rts",0
"4241","sobrereality10","rts",0
"4242","mattvieira_","rts",0
"4243","jornalodia","rts",1
"4244","PollyBarreto","rts",0
"4245","jrcomenty","rts",3
"4246","UpTessa","rts",0
"4247","lanesantanaok","rts",0
"4248","TatianeSalles8","rts",0
"4249","Minapassos1","rts",0
"4250","naomecontrolo","rts",0
"4251","debnamshy","rts",0
"4252","cleiton_j1","rts",0
"4253","OAndradeRay","rts",0
"4254","lthst18","rts",6
"4255","dayene_borges","rts",1
"4256","imtentions","rts",0
"4257","Alancarneiiro","rts",0
"4258","OlPedrohenrique","rts",0
"4259","Analliforato","rts",1
"4260","fehtuiita","rts",0
"4261","euwesleysantana","rts",0
"4262","jonesburgoverda","rts",0
"4263","khalesinha","rts",0
"4264","gracoalves","rts",0
"4265","tuitagrazii","rts",0
"4266","eubrubsantos","rts",0
"4267","juliogomess","rts",0
"4268","_solara__","rts",0
"4269","izabrdelta","rts",0
"4270","heybrucinho","rts",2
"4271","PrincessGyn","rts",1
"4272","proudlox","rts",0
"4273","RosanyCosta","rts",0
"4274","ladyvanhomrigh","rts",0
"4275","fabiofaroamorim","rts",0
"4276","Biah_Tayna","rts",1
"4277","polemitiza","rts",1
"4278","CibinCaroline","rts",1
"4279","Tamyles_Souza","rts",2
"4280","beattrizlinares","rts",1
"4281","leelooo","rts",0
"4282","Pedro_Fernando","rts",0
"4283","lelemaagnos","rts",5
"4284","Poyan_Menezes","rts",1
"4285","bbb_jad","rts",1
"4286","azevenus","rts",1
"4287","sbsstan","rts",0
"4288","leighrndezvous","rts",3
"4289","guilhermarei","rts",0
"4290","brasilomeme","rts",0
"4291","ttdonamas","rts",0
"4292","BBBZEIROO","rts",29
"4293","soziznho","rts",0
"4294","sessaoextra","rts",0
"4295","BbbIncomoda","rts",0
"4296","TrapoCesar","rts",0
"4297","goldepeixinho","rts",0
"4298","xiuespiei","rts",0
"4299","blacklifecx","rts",1
"4300","ematcam90","rts",4
"4301","Rock3t_queen","rts",0
"4302","olocoduff","rts",1
"4303","pattyfia20","rts",0
"4304","QueroMaisFamoso","rts",0
"4305","realityzooou","rts",1
"4306","daaicagnin","rts",0
"4307","Ryan_qv","rts",0
"4308","lilisa23","rts",0
"4309","manda_Really","rts",1
"4310","butluans","rts",0
"4311","luneryjor","rts",0
"4312","marisnutsx","rts",1
"4313","tnbhdxtopx","rts",0
"4314","cactosfreire","rts",0
"4315","flow3ron","rts",0
"4316","anahkrol","rts",0
"4317","paulinhomcz1","rts",0
"4318","AmigaTuViu","rts",0
"4319","kaka87646","rts",0
"4320","sabrina_lamb","rts",1
"4321","Kimdebochee","rts",1
"4322","Olivia15323226","rts",2
"4323","ThaisFurtadojm","rts",0
"4324","rodrigomc","rts",5
"4325","riiihlima","rts",0
"4326","Mazinha11899522","rts",0
"4327","BIogueirinho","rts",0
"4328","ThaizaRios","rts",0
"4329","Midressa","rts",0
"4330","superpandaworld","rts",0
"4331","PortalThaisof","rts",3
"4332","haizmorgan","rts",5
"4333","PeixeVander","rts",2
"4334","MiaFerri_","rts",2
"4335","ManuelaJeane","rts",0
"4336","gabirezendegr24","rts",1
"4337","VagalumePequena","rts",0
"4338","gabipoorne","rts",0
"4339","mandyyytamarti1","rts",0
"4340","AnaRafa41602439","rts",0
"4341","NeicyrS","rts",0
"4342","angelvoltan","rts",0
"4343","ADRIANA83103620","rts",0
"4344","Ce20Ariel","rts",0
"4345","domsevelyn","rts",0
"4346","jessicamichiles","rts",0
"4347","marixareal","rts",55
"4348","rafaspellman","rts",0
"4349","bymejoy","rts",4
"4350","van_moraes2","rts",0
"4351","CyRocha","rts",0
"4352","osshbabi","rts",0
"4353","Xulinha87201647","rts",0
"4354","Maraisag_","rts",0
"4355","ameninaenjoada","rts",0
"4356","fidelis_yas","rts",24
"4357","Leticia28497893","rts",0
"4358","Onvianaju","rts",13
"4359","Gostodecomentar","rts",0
"4360","ysabelasi","rts",1
"4361","Isaaquito66","rts",0
"4362","GC_SF_","rts",0
"4363","miih_rufino","rts",0
"4364","lamara_lara","rts",0
"4365","caroliniarauj","rts",0
"4366","jussarablank","rts",0
"4367","Ellimenola","rts",2
"4368","TatiRocha1206","rts",0
"4369","VidaQueSegueS2","rts",0
"4370","Ibsonnn","rts",0
"4371","weekndfobic","rts",0
"4372","DriCelestino37","rts",0
"4373","pqprr","rts",0
"4374","Carolzi58083112","rts",0
"4375","jeane_eu","rts",0
"4376","pedrwho_","rts",0
"4377","valerialvess","rts",0
"4378","khairyst","rts",0
"4379","jeealvarenga","rts",0
"4380","edyclelmaFi","rts",0
"4381","netosummers","rts",2
"4382","raay_lana","rts",0
"4383","eusouarya","rts",0
"4384","Thay55069411","rts",0
"4385","JosueKalebi","rts",0
"4386","lioliveiras","rts",1
"4387","sammylmj","rts",0
"4388","sixtharmonydl","rts",0
"4389","rafaoxs","rts",0
"4390","rockernlawyer","rts",0
"4391","selenxgavassi","rts",0
"4392","JuMalheiros","rts",0
"4393","comentabbbgl","rts",1
"4394","EduSouzaLima","rts",0
"4395","patypromo","rts",1
"4396","nildo_unicorn","rts",0
"4397","MauBonemer","rts",0
"4398","lizchavs","rts",0
"4399","nostrendsbrasil","rts",80
"4400","FelipeSweezy","rts",0
"4401","wallsfineLP","rts",0
"4402","UpdatesJuliete","rts",4
"4403","fogonoburaco","rts",0
"4404","w_eedmoon","rts",0
"4405","armindaoutor","rts",0
"4406","dezinhacomenta","rts",13
"4407","liss_cardosoo","rts",1
"4408","RLnascimentto","rts",0
"4409","f4bdolphin","rts",1
"4410","raylxne","rts",1
"4411","AcessoJuliette","rts",6
"4412","Akagidetails","rts",0
"4413","marina_cordovil","rts",1
"4414","GeraldaComenta","rts",48
"4415","oh_anna_","rts",4
"4416","euerikasouza","rts",0
"4417","AndriiCavani","rts",1
"4418","bbbdovigor","rts",2
"4419","LuaAlegria","rts",0
"4420","RosanaRocha1994","rts",1
"4421","culpadavane","rts",1
"4422","fandomax","rts",1
"4423","lauraatfreitas","rts",0
"4424","amanteobscena","rts",0
"4425","xwnior","rts",7
"4426","Carolvdf","rts",0
"4427","suyeonoona","rts",0
"4428","tonmilks1","rts",0
"4429","da_dalyana","rts",0
"4430","brunettesauce","rts",0
"4431","psicoreality","rts",0
"4432","cafecontexto","rts",1
"4433","Samukaboy","rts",10
"4434","CRFREALITY","rts",0
"4435","heylosinto","rts",0
"4436","IzaPaullaSoares","rts",0
"4437","Helena_Oliv","rts",1
"4438","KarenSi1312","rts",0
"4439","jenifermaiaa","rts",1
"4440","Laura10197091","rts",0
"4441","laleskablog","rts",0
"4442","PedroCaettano2","rts",0
"4443","FabricioZyzz","rts",0
"4444","fe___fe","rts",0
"4445","Milena42780682","rts",0
"4446","Dolfox__27","rts",0
"4447","senhorcamelo","rts",0
"4448","Dantasd7","rts",0
"4449","OhannaE","rts",0
"4450","kcmdsf","rts",0
"4451","AmandaM53872768","rts",0
"4452","sannylinda","rts",2
"4453","favjbx","rts",0
"4454","Sousa79196989","rts",1
"4455","JoyceeTiba","rts",1
"4456","GustavoAlves137","rts",0
"4457","Maria_Mezzotero","rts",0
"4458","__bangalaxy","rts",0
"4459","adv_r","rts",0
"4460","Pedroo_heenriq","rts",1
"4461","AlineEPreto","rts",8
"4462","deltanz","rts",70
"4463","wilianalencarwe","rts",4
"4464","divulga_i","rts",0
"4465","Lionergolden","rts",0
"4466","gavassigomez","rts",0
"4467","lwtgrms","rts",0
"4468","FuuckMe5H","rts",0
"4469","daisydabahia","rts",0
"4470","MARIANA43395944","rts",0
"4471","bonibbb1","rts",0
"4472","veiadasgatas","rts",1
"4473","pitacodoblog","rts",0
"4474","NillMacedo","rts",0
"4475","dscretrendition","rts",0
"4476","aalicedisse","rts",50
"4477","moratolu","rts",0
"4478","furacao_cpi","rts",0
"4479","ambidrade","rts",2
"4480","vanessabrazuna","rts",0
"4481","FattMartins","rts",0
"4482","Bielaz","rts",0
"4483","JarlissonCota26","rts",0
"4484","lcisad","rts",0
"4485","camisrochaa","rts",0
"4486","lacreveveta","rts",0
"4487","luizhenriqueboo","rts",0
"4488","staffsantana","rts",0
"4489","ramosdayene","rts",0
"4490","eitxa_caah","rts",0
"4491","alves_jullyanne","rts",0
"4492","luis_rbr10","rts",0
"4493","BBBarbiezinhas","rts",0
"4494","camilamiran87","rts",0
"4495","janabonifacio21","rts",0
"4496","ownerofherlife","rts",0
"4497","badgalgygi","rts",0
"4498","QG_DA_JULIETTE","rts",4
"4499","NUNESS5972","rts",1
"4500","vtor__","rts",0
"4501","Drika_Poderosa","rts",0
"4502","Mariana87273631","rts",0
"4503","ThubirubaGirl","rts",0
"4504","alIvkoo","rts",0
"4505","euanarib","rts",0
"4506","gwtto","rts",1
"4507","lisamarried","rts",0
"4508","MariaCa74078872","rts",0
"4509","iamlaralee","rts",0
"4510","Dani_de_Natal","rts",0
"4511","angelofftopic","rts",0
"4512","heybrothers21","rts",0
"4513","lindianefc","rts",0
"4514","jothwitter","rts",0
"4515","gavinzfilm","rts",0
"4516","_CitouNunes","rts",1
"4517","MarciaD00907568","rts",0
"4518","DougAlbertReal","rts",0
"4519","jgrlpwr1","rts",1
"4520","nlrcrrlhlvs","rts",1
"4521","rudavidal","rts",0
"4522","oisaran","rts",6
"4523","_thaaaayp","rts",0
"4524","brunabern","rts",0
"4525","arialmeidaf","rts",0
"4526","lunaandrd","rts",0
"4527","lucasnobre31","rts",0
"4528","tuittajulia_","rts",1
"4529","filho_datulla","rts",0
"4530","realityycomenta","rts",0
"4531","phmoota","rts",0
"4532","MelinaMelo1988","rts",1
"4533","tombrazill","rts",0
"4534","caiquegadi","rts",0
"4535","chriskax","rts",0
"4536","Luani_Oddone","rts",0
"4537","meninadometro","rts",0
"4538","EliVechier","rts",0
"4539","camilladelucas","rts",881
"4540","lunaderw","rts",0
"4541","BComentadora","rts",2
"4542","bicalhobacon1","rts",2
"4543","FatimaThiengo","rts",0
"4544","gabisigon","rts",0
"4545","VinyMaldonado","rts",0
"4546","eucomentandotd","rts",0
"4547","Monalis43090778","rts",0
"4548","nayaradelunardo","rts",1
"4549","msdheo","rts",0
"4550","drectiononw","rts",1
"4551","maicruise","rts",0
"4552","minhoheartt","rts",0
"4553","nomechame","rts",0
"4554","1recarvalho","rts",0
"4555","astefanibays","rts",52
"4556","lightolx","rts",0
"4557","gaaybadass","rts",0
"4558","RaysaFreire","rts",1
"4559","Perterjohnson","rts",1
"4560","camicomentabbb","rts",0
"4561","wonsinb","rts",0
"4562","eliezervidal","rts",1
"4563","tataxll","rts",0
"4564","Alienado21_","rts",1
"4565","Boninhomeodeia","rts",0
"4566","AndersoFernande","rts",0
"4567","PrincesaGabi0_0","rts",0
"4568","Lara__21","rts",0
"4569","lucashilarious","rts",3
"4570","luiiispaulo","rts",1
"4571","mundoPaollaa","rts",0
"4572","marllonmartins","rts",0
"4573","varinhadalux","rts",2
"4574","lanamilenanl","rts",0
"4575","mi_ayres","rts",0
"4576","ti1892","rts",0
"4577","C_Vasconcellos4","rts",7
"4578","sendomatheus","rts",1
"4579","Lukas404_","rts",0
"4580","jenocolds","rts",0
"4581","prisellengmail1","rts",0
"4582","AtaPoetini","rts",0
"4583","KahavelarS","rts",0
"4584","tatimfe","rts",0
"4585","AugustoCsarMun1","rts",1
"4586","MagnAzul","rts",0
"4587","renataimd","rts",2
"4588","pieceofdi","rts",0
"4589","EuQueLu79840262","rts",0
"4590","milawayv","rts",3
"4591","jessicasxi","rts",1
"4592","AnaPaul79590040","rts",0
"4593","mahresie","rts",2
"4594","Amandalves22","rts",0
"4595","SenhoritaLua21","rts",0
"4596","alien_nada_bbb","rts",1
"4597","ackleslives","rts",0
"4598","PattyVicentini","rts",0
"4599","natirivero","rts",0
"4600","jucanciani_","rts",0
"4601","LelelaD","rts",0
"4602","DoraMonts","rts",1
"4603","xxdosanjos","rts",0
"4604","MahPinheiro94","rts",0
"4605","realitycando","rts",2
"4606","aleatoria1998","rts",0
"4607","Ferodrigoy","rts",1
"4608","_angells_","rts",0
"4609","tasertopo","rts",0
"4610","1bich4burra","rts",0
"4611","Raquelmalik7","rts",0
"4612","anatelma","rts",0
"4613","melinamie","rts",1
"4614","LalaGomes__","rts",1
"4615","lmxcncoarreaga","rts",0
"4616","PaulladPaulla","rts",0
"4617","previsoesmb","rts",23
"4618","jupaz_adr","rts",0
"4619","ThaLinharess","rts",0
"4620","tonnyfernandezz","rts",4
"4621","Suzana73135828","rts",0
"4622","li19rose","rts",0
"4623","Malluzes","rts",0
"4624","sandmetall","rts",0
"4625","maybeIseeyou","rts",0
"4626","d123098k","rts",0
"4627","icefiresong","rts",0
"4628","catudemel","rts",0
"4629","LumenaConka","rts",1
"4630","21moonriver","rts",0
"4631","re_bocada","rts",2
"4632","marvinbrandao","rts",0
"4633","kanyewerrst","rts",0
"4634","sooyacactus","rts",0
"4635","Ligia_udia","rts",0
"4636","taisquintanilha","rts",0
"4637","loverspaoladiva","rts",0
"4638","samantabell","rts",0
"4639","tatasmoakk","rts",0
"4640","itsjvbarros","rts",0
"4641","DeRossignolo","rts",0
"4642","rayllaMFSstan","rts",0
"4643","constantino__a","rts",1
"4644","dearcubain","rts",0
"4645","jvopegguks","rts",0
"4646","annacanuli","rts",0
"4647","priscilagomessg","rts",0
"4648","llinocat","rts",0
"4649","ninaverde5","rts",0
"4650","dpcarvalho","rts",0
"4651","luhguede","rts",1
"4652","izaralho","rts",0
"4653","nathalybuffon18","rts",0
"4654","coralineliih_","rts",0
"4655","fabiobonoro","rts",0
"4656","lauraccfb","rts",0
"4657","therezafontoura","rts",0
"4658","tuittafeipe","rts",19
"4659","shotocity","rts",0
"4660","upariana","rts",5
"4661","fepetis","rts",0
"4662","Rickynha2","rts",1
"4663","luuanfelipee","rts",0
"4664","BombaDeEstrelas","rts",0
"4665","Paulim003","rts",0
"4666","blogumviajante","rts",3
"4667","edsonsroch","rts",2
"4668","ericafofis","rts",1
"4669","realityncomentt","rts",0
"4670","unijessie","rts",1
"4671","ikobayashi_","rts",0
"4672","MunizJjoy","rts",0
"4673","DanielDan25","rts",0
"4674","laaregomes","rts",0
"4675","iskihavonyy","rts",0
"4676","agataaguedes","rts",3
"4677","Popetao0","rts",0
"4678","MANUSSQ","rts",0
"4679","Suzarttchu","rts",0
"4680","b_ibiz","rts",0
"4681","marcelolessas","rts",2
"4682","CeretoNancy","rts",0
"4683","vicalmeidams","rts",1
"4684","maybn12","rts",4
"4685","brunotelloli","rts",0
"4686","_lariam_","rts",0
"4687","shamelesswarhol","rts",0
"4688","hisnameisari","rts",1
"4689","kauarickz","rts",2
"4690","nemexunacausa","rts",0
"4691","GraziReis19","rts",0
"4692","whoscarol","rts",0
"4693","uixguri","rts",0
"4694","EvaniseColombi3","rts",0
"4695","marinhoeuana","rts",3
"4696","mynbenoist","rts",0
"4697","e_bonfim","rts",0
"4698","ComentaOReality","rts",0
"4699","CarlosA92211829","rts",0
"4700","lokadossignos_","rts",0
"4701","Beatrizladeir12","rts",0
"4702","DayaneRealitys","rts",1
"4703","alinemuguet","rts",0
"4704","davidbertobr","rts",0
"4705","rafaelseven23","rts",0
"4706","JebJeb44","rts",0
"4707","cbss32","rts",0
"4708","o5tono","rts",0
"4709","fivevhs","rts",0
"4710","Danrlei93940778","rts",1
"4711","evolsatann","rts",1
"4712","marcos_fdc","rts",0
"4713","luabps","rts",1
"4714","EMILLIR","rts",0
"4715","alpinismosocial","rts",0
"4716","sophizeiros","rts",0
"4717","joaupdro","rts",0
"4718","B34TR1Z1","rts",1
"4719","meninannn","rts",0
"4720","LariPeripato","rts",0
"4721","mario_mendes","rts",0
"4722","tauannecruz","rts",0
"4723","bbb21infor","rts",0
"4724","blueluvjm","rts",0
"4725","isa_mau_carater","rts",1
"4726","bicolorcyndy","rts",0
"4727","prinbsb","rts",0
"4728","DaniDelafina","rts",1
"4729","soninhadoblog","rts",0
"4730","_gabrielaassis_","rts",1
"4731","GiovannaFellini","rts",0
"4732","LorenDeLonge","rts",0
"4733","Marcela65823335","rts",0
"4734","VittFilipe","rts",0
"4735","_camilando","rts",0
"4736","sccp_lmj","rts",0
"4737","linecabellolaur","rts",0
"4738","bydesssa","rts",0
"4739","JuuMorlos","rts",0
"4740","iFAIRH0NG","rts",0
"4741","apaixonadinbbb","rts",2
"4742","heartinseaa","rts",0
"4743","FerreiraTavora","rts",0
"4744","g3mini4nja","rts",2
"4745","Cristin87634108","rts",0
"4746","IFSH4RDY","rts",0
"4747","VIVELUANJO","rts",0
"4748","bruna_sonaglio","rts",0
"4749","__ingridm","rts",0
"4750","MathBertt","rts",0
"4751","BiaSanttana","rts",1
"4752","MalyneSalvador","rts",4
"4753","vivimon","rts",0
"4754","euannym_","rts",0
"4755","sarahhmzz","rts",0
"4756","GirlChaveirinho","rts",0
"4757","Larissa30068","rts",1
"4758","DaisePereira","rts",0
"4759","sparkyzinha","rts",0
"4760","bwteragf","rts",0
"4761","akiracomenta","rts",2
"4762","TerraDiversao","rts",0
"4763","stylsdrews","rts",0
"4764","maestriax","rts",1
"4765","thisarkis","rts",1
"4766","DeividFreittas","rts",0
"4767","mjkookie1803","rts",1
"4768","JFlores33","rts",0
"4769","teamreality7","rts",0
"4770","comentsgab","rts",0
"4771","LolaPastorelli","rts",1
"4772","siyewolff","rts",0
"4773","dborarsl","rts",0
"4774","queridaprii","rts",0
"4775","wenymanfred","rts",0
"4776","rpfgl","rts",0
"4777","recitandofs","rts",0
"4778","thatielle_costa","rts",0
"4779","Raffah_Beletti","rts",3
"4780","herson_scotti","rts",1
"4781","sexwithmez","rts",0
"4782","yoonscared","rts",0
"4783","MilgrauLuiza","rts",0
"4784","migasovai","rts",0
"4785","informa_rio","rts",0
"4786","princessxbetty","rts",5
"4787","Fla44mengojubs","rts",0
"4788","error_fui","rts",0
"4789","ela_tagarela","rts",0
"4790","beax_sr","rts",0
"4791","Luucascarneiro1","rts",0
"4792","TheRoyaltyKind","rts",1
"4793","carneiradaa","rts",0
"4794","obcecadah","rts",0
"4795","archiveidalso","rts",1
"4796","victoriafalou","rts",1
"4797","loseyoursIf","rts",0
"4798","ei_Douglaas","rts",0
"4799","cloud_max","rts",0
"4800","jessicavalentim","rts",1
"4801","BeBeBevinteeum","rts",0
"4802","jucilenebarb0sa","rts",0
"4803","bernardo979","rts",0
"4804","pinnotico","rts",0
"4805","luciralda","rts",0
"4806","Iamkailane_","rts",0
"4807","simoesamandinha","rts",0
"4808","siirlenramos","rts",0
"4809","bb_louca","rts",0
"4810","ilcilenesds","rts",1
"4811","tergolupi","rts",2
"4812","rkshipperr","rts",0
"4813","VinniCandido","rts",3
"4814","multiplymercury","rts",0
"4815","luxcau","rts",2
"4816","PorraBass","rts",2
"4817","hyukkiebae","rts",0
"4818","_Overso","rts",0
"4819","s_upnn","rts",0
"4820","amoraflorotis","rts",0
"4821","lomadu_","rts",0
"4822","Leonard98137138","rts",0
"4823","lucaszagaa","rts",0
"4824","tm_cc_","rts",0
"4825","thaytuittou","rts",2
"4826","SolBrilhante12","rts",1
"4827","a_kind_of_mag1c","rts",3
"4828","RodriiguesYo","rts",0
"4829","mkolino","rts",0
"4830","_dannypereira_","rts",0
"4831","Sariette16","rts",1
"4832","Seu_Joao","rts",0
"4833","Triindaderf","rts",0
"4834","haroldxhabit1","rts",0
"4835","ga_sccp","rts",0
"4836","httpfutilidade","rts",0
"4837","JeovaJunior2","rts",0
"4838","marcelinho4fun","rts",0
"4839","Jo_lys","rts",0
"4840","matheussodre9","rts",0
"4841","dieneluiza_","rts",0
"4842","tantantantan743","rts",0
"4843","sidneisp2006","rts",1
"4844","takenellout","rts",0
"4845","KillBiaa","rts",0
"4846","h3yCris","rts",0
"4847","Diegoh_Soares_","rts",18
"4848","LcsMilho","rts",2
"4849","kccsmiler","rts",0
"4850","sereiadosertao","rts",0
"4851","fsaamu","rts",0
"4852","MaiaSecreta","rts",0
"4853","HEAVENLYHOR4N","rts",0
"4854","msqttz","rts",0
"4855","worltaeh","rts",0
"4856","sabisfv","rts",0
"4857","V0GUEYEJI","rts",0
"4858","writtenbylmj","rts",0
"4859","davmarx_","rts",0
"4860","oibarbarella","rts",0
"4861","1lenildamathias","rts",0
"4862","helobbb21","rts",0
